clock_id,period,rep_id,canonical_cycle
692,12,0,239|1049|1920|150|1199|2009|0|1110|2159|89|960|2070
693,12,0,239|1050|1920|149|1199|2010|0|1109|2159|90|960|2069
694,12,0,239|1051|1920|148|1199|2011|0|1108|2159|91|960|2068
695,12,0,239|1052|1920|147|1199|2012|0|1107|2159|92|960|2067
696,12,0,239|1053|1920|146|1199|2013|0|1106|2159|93|960|2066
697,12,0,239|1054|1920|145|1199|2014|0|1105|2159|94|960|2065
698,12,0,239|1055|1920|144|1199|2015|0|1104|2159|95|960|2064
699,12,0,239|1056|1920|143|1199|2016|0|1103|2159|96|960|2063
700,12,0,239|1057|1920|142|1199|2017|0|1102|2159|97|960|2062
701,12,0,239|1058|1920|141|1199|2018|0|1101|2159|98|960|2061
702,12,0,239|1059|1920|140|1199|2019|0|1100|2159|99|960|2060
703,12,0,239|1060|1920|139|1199|2020|0|1099|2159|100|960|2059
704,12,0,239|1061|1920|138|1199|2021|0|1098|2159|101|960|2058
705,12,0,239|1062|1920|137|1199|2022|0|1097|2159|102|960|2057
706,12,0,239|1063|1920|136|1199|2023|0|1096|2159|103|960|2056
707,12,0,239|1064|1920|135|1199|2024|0|1095|2159|104|960|2055
708,12,0,239|1065|1920|134|1199|2025|0|1094|2159|105|960|2054
709,12,0,239|1066|1920|133|1199|2026|0|1093|2159|106|960|2053
710,12,0,239|1067|1920|132|1199|2027|0|1092|2159|107|960|2052
711,12,0,239|1068|1920|131|1199|2028|0|1091|2159|108|960|2051
712,12,0,239|1069|1920|130|1199|2029|0|1090|2159|109|960|2050
713,12,0,239|1070|1920|129|1199|2030|0|1089|2159|110|960|2049
714,12,0,239|1071|1920|128|1199|2031|0|1088|2159|111|960|2048
715,12,0,239|1072|1920|127|1199|2032|0|1087|2159|112|960|2047
716,12,0,239|1073|1920|126|1199|2033|0|1086|2159|113|960|2046
717,12,0,239|1074|1920|125|1199|2034|0|1085|2159|114|960|2045
718,12,0,239|1075|1920|124|1199|2035|0|1084|2159|115|960|2044
719,12,0,239|1076|1920|123|1199|2036|0|1083|2159|116|960|2043
720,12,0,239|1077|1920|122|1199|2037|0|1082|2159|117|960|2042
721,12,0,239|1078|1920|121|1199|2038|0|1081|2159|118|960|2041
722,12,0,239|1079|1920|120|1199|2039|0|1080|2159|119|960|2040
723,12,1,239|721|1496|2399|1|776|1679|2161|56|959|1441|2216
724,12,1,239|903|1441|2160|56|958|1679|2343|1|720|1496|2398
725,12,2,239|722|1495|2399|2|775|1679|2162|55|959|1442|2215
726,12,2,239|904|1442|2160|55|957|1679|2344|2|720|1495|2397
727,12,3,239|723|1494|2399|3|774|1679|2163|54|959|1443|2214
728,12,3,239|905|1443|2160|54|956|1679|2345|3|720|1494|2396
729,12,4,239|724|1493|2399|4|773|1679|2164|53|959|1444|2213
730,12,4,239|906|1444|2160|53|955|1679|2346|4|720|1493|2395
731,12,5,239|725|1492|2399|5|772|1679|2165|52|959|1445|2212
732,12,5,239|907|1445|2160|52|954|1679|2347|5|720|1492|2394
733,12,6,239|726|1491|2399|6|771|1679|2166|51|959|1446|2211
734,12,6,239|908|1446|2160|51|953|1679|2348|6|720|1491|2393
735,12,7,239|727|1490|2399|7|770|1679|2167|50|959|1447|2210
736,12,7,239|909|1447|2160|50|952|1679|2349|7|720|1490|2392
737,12,8,239|728|1489|2399|8|769|1679|2168|49|959|1448|2209
738,12,8,239|910|1448|2160|49|951|1679|2350|8|720|1489|2391
739,12,9,239|729|1488|2399|9|768|1679|2169|48|959|1449|2208
740,12,9,239|911|1449|2160|48|950|1679|2351|9|720|1488|2390
741,12,10,239|730|1487|2399|10|767|1679|2170|47|959|1450|2207
742,12,10,239|912|1450|2160|47|949|1679|2352|10|720|1487|2389
743,12,11,239|731|1486|2399|11|766|1679|2171|46|959|1451|2206
744,12,11,239|913|1451|2160|46|948|1679|2353|11|720|1486|2388
745,12,12,239|732|1485|2399|12|765|1679|2172|45|959|1452|2205
746,12,12,239|914|1452|2160|45|947|1679|2354|12|720|1485|2387
747,12,13,239|733|1484|2399|13|764|1679|2173|44|959|1453|2204
748,12,13,239|915|1453|2160|44|946|1679|2355|13|720|1484|2386
749,12,14,239|734|1483|2399|14|763|1679|2174|43|959|1454|2203
750,12,14,239|916|1454|2160|43|945|1679|2356|14|720|1483|2385
751,12,15,239|735|1482|2399|15|762|1679|2175|42|959|1455|2202
752,12,15,239|917|1455|2160|42|944|1679|2357|15|720|1482|2384
753,12,16,239|736|1481|2399|16|761|1679|2176|41|959|1456|2201
754,12,16,239|918|1456|2160|41|943|1679|2358|16|720|1481|2383
755,12,17,239|737|1480|2399|17|760|1679|2177|40|959|1457|2200
756,12,17,239|919|1457|2160|40|942|1679|2359|17|720|1480|2382
757,12,18,239|738|1479|2399|18|759|1679|2178|39|959|1458|2199
758,12,18,239|920|1458|2160|39|941|1679|2360|18|720|1479|2381
759,12,19,239|739|1478|2399|19|758|1679|2179|38|959|1459|2198
760,12,19,239|921|1459|2160|38|940|1679|2361|19|720|1478|2380
761,12,20,239|740|1477|2399|20|757|1679|2180|37|959|1460|2197
762,12,20,239|922|1460|2160|37|939|1679|2362|20|720|1477|2379
763,12,21,239|741|1476|2399|21|756|1679|2181|36|959|1461|2196
764,12,21,239|923|1461|2160|36|938|1679|2363|21|720|1476|2378
765,12,22,239|742|1475|2399|22|755|1679|2182|35|959|1462|2195
766,12,22,239|924|1462|2160|35|937|1679|2364|22|720|1475|2377
767,12,23,239|743|1474|2399|23|754|1679|2183|34|959|1463|2194
768,12,23,239|925|1463|2160|34|936|1679|2365|23|720|1474|2376
769,12,24,239|744|1473|2399|24|753|1679|2184|33|959|1464|2193
770,12,24,239|926|1464|2160|33|935|1679|2366|24|720|1473|2375
771,12,25,239|745|1472|2399|25|752|1679|2185|32|959|1465|2192
772,12,25,239|927|1465|2160|32|934|1679|2367|25|720|1472|2374
773,12,26,239|746|1471|2399|26|751|1679|2186|31|959|1466|2191
774,12,26,239|928|1466|2160|31|933|1679|2368|26|720|1471|2373
775,12,27,239|747|1470|2399|27|750|1679|2187|30|959|1467|2190
776,12,27,239|929|1467|2160|30|932|1679|2369|27|720|1470|2372
777,12,28,239|748|1469|2399|28|749|1679|2188|29|959|1468|2189
778,12,28,239|930|1468|2160|29|931|1679|2370|28|720|1469|2371
779,12,239,239|240|719|720|1199|1200|1679|1680|2159|2160|2639|2640
780,12,239,239|241|536|959|961|1256|1679|1681|1976|2399|2401|2696
781,12,239,239|242|535|959|962|1255|1679|1682|1975|2399|2402|2695
782,12,239,239|243|534|959|963|1254|1679|1683|1974|2399|2403|2694
783,12,239,239|244|533|959|964|1253|1679|1684|1973|2399|2404|2693
784,12,239,239|245|532|959|965|1252|1679|1685|1972|2399|2405|2692
785,12,239,239|246|531|959|966|1251|1679|1686|1971|2399|2406|2691
786,12,239,239|247|530|959|967|1250|1679|1687|1970|2399|2407|2690
787,12,239,239|248|529|959|968|1249|1679|1688|1969|2399|2408|2689
788,12,239,239|249|528|959|969|1248|1679|1689|1968|2399|2409|2688
789,12,239,239|250|527|959|970|1247|1679|1690|1967|2399|2410|2687
790,12,239,239|251|526|959|971|1246|1679|1691|1966|2399|2411|2686
791,12,239,239|252|525|959|972|1245|1679|1692|1965|2399|2412|2685
792,12,239,239|253|524|959|973|1244|1679|1693|1964|2399|2413|2684
793,12,239,239|254|523|959|974|1243|1679|1694|1963|2399|2414|2683
794,12,239,239|255|522|959|975|1242|1679|1695|1962|2399|2415|2682
795,12,239,239|256|521|959|976|1241|1679|1696|1961|2399|2416|2681
796,12,239,239|257|520|959|977|1240|1679|1697|1960|2399|2417|2680
797,12,239,239|258|519|959|978|1239|1679|1698|1959|2399|2418|2679
798,12,239,239|259|518|959|979|1238|1679|1699|1958|2399|2419|2678
799,12,239,239|260|517|959|980|1237|1679|1700|1957|2399|2420|2677
800,12,239,239|261|516|959|981|1236|1679|1701|1956|2399|2421|2676
801,12,239,239|262|515|959|982|1235|1679|1702|1955|2399|2422|2675
802,12,239,239|263|514|959|983|1234|1679|1703|1954|2399|2423|2674
803,12,239,239|264|513|959|984|1233|1679|1704|1953|2399|2424|2673
804,12,239,239|265|512|959|985|1232|1679|1705|1952|2399|2425|2672
805,12,239,239|266|511|959|986|1231|1679|1706|1951|2399|2426|2671
806,12,239,239|267|510|959|987|1230|1679|1707|1950|2399|2427|2670
807,12,239,239|268|509|959|988|1229|1679|1708|1949|2399|2428|2669
808,12,239,239|269|508|959|989|1228|1679|1709|1948|2399|2429|2668
809,12,239,239|270|507|959|990|1227|1679|1710|1947|2399|2430|2667
810,12,239,239|271|506|959|991|1226|1679|1711|1946|2399|2431|2666
811,12,239,239|272|505|959|992|1225|1679|1712|1945|2399|2432|2665
812,12,239,239|273|504|959|993|1224|1679|1713|1944|2399|2433|2664
813,12,239,239|274|503|959|994|1223|1679|1714|1943|2399|2434|2663
814,12,239,239|275|502|959|995|1222|1679|1715|1942|2399|2435|2662
815,12,239,239|276|501|959|996|1221|1679|1716|1941|2399|2436|2661
816,12,239,239|277|500|959|997|1220|1679|1717|1940|2399|2437|2660
817,12,239,239|278|499|959|998|1219|1679|1718|1939|2399|2438|2659
818,12,239,239|279|498|959|999|1218|1679|1719|1938|2399|2439|2658
819,12,239,239|280|497|959|1000|1217|1679|1720|1937|2399|2440|2657
820,12,239,239|281|496|959|1001|1216|1679|1721|1936|2399|2441|2656
821,12,239,239|282|495|959|1002|1215|1679|1722|1935|2399|2442|2655
822,12,239,239|283|494|959|1003|1214|1679|1723|1934|2399|2443|2654
823,12,239,239|284|493|959|1004|1213|1679|1724|1933|2399|2444|2653
824,12,239,239|285|492|959|1005|1212|1679|1725|1932|2399|2445|2652
825,12,239,239|286|491|959|1006|1211|1679|1726|1931|2399|2446|2651
826,12,239,239|287|490|959|1007|1210|1679|1727|1930|2399|2447|2650
827,12,239,239|288|489|959|1008|1209|1679|1728|1929|2399|2448|2649
828,12,239,239|289|488|959|1009|1208|1679|1729|1928|2399|2449|2648
829,12,239,239|290|487|959|1010|1207|1679|1730|1927|2399|2450|2647
830,12,239,239|291|486|959|1011|1206|1679|1731|1926|2399|2451|2646
831,12,239,239|292|485|959|1012|1205|1679|1732|1925|2399|2452|2645
832,12,239,239|293|484|959|1013|1204|1679|1733|1924|2399|2453|2644
833,12,239,239|294|483|959|1014|1203|1679|1734|1923|2399|2454|2643
834,12,239,239|295|482|959|1015|1202|1679|1735|1922|2399|2455|2642
835,12,239,239|296|481|959|1016|1201|1679|1736|1921|2399|2456|2641
836,12,239,239|297|480|902|1199|1257|1440|1862|2159|2217|2400|2822
837,12,239,239|298|480|901|1199|1258|1440|1861|2159|2218|2400|2821
838,12,239,239|299|480|900|1199|1259|1440|1860|2159|2219|2400|2820
839,12,239,239|300|480|899|1199|1260|1440|1859|2159|2220|2400|2819
840,12,239,239|301|480|898|1199|1261|1440|1858|2159|2221|2400|2818
841,12,239,239|302|480|897|1199|1262|1440|1857|2159|2222|2400|2817
842,12,239,239|303|480|896|1199|1263|1440|1856|2159|2223|2400|2816
843,12,239,239|304|480|895|1199|1264|1440|1855|2159|2224|2400|2815
844,12,239,239|305|480|894|1199|1265|1440|1854|2159|2225|2400|2814
845,12,239,239|306|480|893|1199|1266|1440|1853|2159|2226|2400|2813
846,12,239,239|307|480|892|1199|1267|1440|1852|2159|2227|2400|2812
847,12,239,239|308|480|891|1199|1268|1440|1851|2159|2228|2400|2811
848,12,239,239|309|480|890|1199|1269|1440|1850|2159|2229|2400|2810
849,12,239,239|310|480|889|1199|1270|1440|1849|2159|2230|2400|2809
850,12,239,239|311|480|888|1199|1271|1440|1848|2159|2231|2400|2808
851,12,239,239|312|480|887|1199|1272|1440|1847|2159|2232|2400|2807
852,12,239,239|313|480|886|1199|1273|1440|1846|2159|2233|2400|2806
853,12,239,239|314|480|885|1199|1274|1440|1845|2159|2234|2400|2805
854,12,239,239|315|480|884|1199|1275|1440|1844|2159|2235|2400|2804
855,12,239,239|316|480|883|1199|1276|1440|1843|2159|2236|2400|2803
856,12,239,239|317|480|882|1199|1277|1440|1842|2159|2237|2400|2802
857,12,239,239|318|480|881|1199|1278|1440|1841|2159|2238|2400|2801
858,12,239,239|319|480|880|1199|1279|1440|1840|2159|2239|2400|2800
859,12,239,239|320|480|879|1199|1280|1440|1839|2159|2240|2400|2799
860,12,239,239|321|480|878|1199|1281|1440|1838|2159|2241|2400|2798
861,12,239,239|322|480|877|1199|1282|1440|1837|2159|2242|2400|2797
862,12,239,239|323|480|876|1199|1283|1440|1836|2159|2243|2400|2796
863,12,239,239|324|480|875|1199|1284|1440|1835|2159|2244|2400|2795
864,12,239,239|325|480|874|1199|1285|1440|1834|2159|2245|2400|2794
865,12,239,239|326|480|873|1199|1286|1440|1833|2159|2246|2400|2793
866,12,239,239|327|480|872|1199|1287|1440|1832|2159|2247|2400|2792
867,12,239,239|328|480|871|1199|1288|1440|1831|2159|2248|2400|2791
868,12,239,239|329|480|870|1199|1289|1440|1830|2159|2249|2400|2790
869,12,239,239|330|480|869|1199|1290|1440|1829|2159|2250|2400|2789
870,12,239,239|331|480|868|1199|1291|1440|1828|2159|2251|2400|2788
871,12,239,239|332|480|867|1199|1292|1440|1827|2159|2252|2400|2787
872,12,239,239|333|480|866|1199|1293|1440|1826|2159|2253|2400|2786
873,12,239,239|334|480|865|1199|1294|1440|1825|2159|2254|2400|2785
874,12,239,239|335|480|864|1199|1295|1440|1824|2159|2255|2400|2784
875,12,239,239|336|480|863|1199|1296|1440|1823|2159|2256|2400|2783
876,12,239,239|337|480|862|1199|1297|1440|1822|2159|2257|2400|2782
877,12,239,239|338|480|861|1199|1298|1440|1821|2159|2258|2400|2781
878,12,239,239|339|480|860|1199|1299|1440|1820|2159|2259|2400|2780
879,12,239,239|340|480|859|1199|1300|1440|1819|2159|2260|2400|2779
880,12,239,239|341|480|858|1199|1301|1440|1818|2159|2261|2400|2778
881,12,239,239|342|480|857|1199|1302|1440|1817|2159|2262|2400|2777
882,12,239,239|343|480|856|1199|1303|1440|1816|2159|2263|2400|2776
883,12,239,239|344|480|855|1199|1304|1440|1815|2159|2264|2400|2775
884,12,239,239|345|480|854|1199|1305|1440|1814|2159|2265|2400|2774
885,12,239,239|346|480|853|1199|1306|1440|1813|2159|2266|2400|2773
886,12,239,239|347|480|852|1199|1307|1440|1812|2159|2267|2400|2772
887,12,239,239|348|480|851|1199|1308|1440|1811|2159|2268|2400|2771
888,12,239,239|349|480|850|1199|1309|1440|1810|2159|2269|2400|2770
889,12,239,239|350|480|849|1199|1310|1440|1809|2159|2270|2400|2769
890,12,239,239|351|480|848|1199|1311|1440|1808|2159|2271|2400|2768
891,12,239,239|352|480|847|1199|1312|1440|1807|2159|2272|2400|2767
892,12,239,239|353|480|846|1199|1313|1440|1806|2159|2273|2400|2766
893,12,239,239|354|480|845|1199|1314|1440|1805|2159|2274|2400|2765
894,12,239,239|355|480|844|1199|1315|1440|1804|2159|2275|2400|2764
895,12,239,239|356|480|843|1199|1316|1440|1803|2159|2276|2400|2763
896,12,239,239|357|480|842|1199|1317|1440|1802|2159|2277|2400|2762
897,12,239,239|358|480|841|1199|1318|1440|1801|2159|2278|2400|2761
898,12,239,239|359|480|840|1199|1319|1440|1800|2159|2279|2400|2760
899,12,239,239|360|480|839|1199|1320|1440|1799|2159|2280|2400|2759
900,12,239,239|361|480|838|1199|1321|1440|1798|2159|2281|2400|2758
901,12,239,239|362|480|837|1199|1322|1440|1797|2159|2282|2400|2757
902,12,239,239|363|480|836|1199|1323|1440|1796|2159|2283|2400|2756
903,12,239,239|364|480|835|1199|1324|1440|1795|2159|2284|2400|2755
904,12,239,239|365|480|834|1199|1325|1440|1794|2159|2285|2400|2754
905,12,239,239|366|480|833|1199|1326|1440|1793|2159|2286|2400|2753
906,12,239,239|367|480|832|1199|1327|1440|1792|2159|2287|2400|2752
907,12,239,239|368|480|831|1199|1328|1440|1791|2159|2288|2400|2751
908,12,239,239|369|480|830|1199|1329|1440|1790|2159|2289|2400|2750
909,12,239,239|370|480|829|1199|1330|1440|1789|2159|2290|2400|2749
910,12,239,239|371|480|828|1199|1331|1440|1788|2159|2291|2400|2748
911,12,239,239|372|480|827|1199|1332|1440|1787|2159|2292|2400|2747
912,12,239,239|373|480|826|1199|1333|1440|1786|2159|2293|2400|2746
913,12,239,239|374|480|825|1199|1334|1440|1785|2159|2294|2400|2745
914,12,239,239|375|480|824|1199|1335|1440|1784|2159|2295|2400|2744
915,12,239,239|376|480|823|1199|1336|1440|1783|2159|2296|2400|2743
916,12,239,239|377|480|822|1199|1337|1440|1782|2159|2297|2400|2742
917,12,239,239|378|480|821|1199|1338|1440|1781|2159|2298|2400|2741
918,12,239,239|379|480|820|1199|1339|1440|1780|2159|2299|2400|2740
919,12,239,239|380|480|819|1199|1340|1440|1779|2159|2300|2400|2739
920,12,239,239|381|480|818|1199|1341|1440|1778|2159|2301|2400|2738
921,12,239,239|382|480|817|1199|1342|1440|1777|2159|2302|2400|2737
922,12,239,239|383|480|816|1199|1343|1440|1776|2159|2303|2400|2736
923,12,239,239|384|480|815|1199|1344|1440|1775|2159|2304|2400|2735
924,12,239,239|385|480|814|1199|1345|1440|1774|2159|2305|2400|2734
925,12,239,239|386|480|813|1199|1346|1440|1773|2159|2306|2400|2733
926,12,239,239|387|480|812|1199|1347|1440|1772|2159|2307|2400|2732
927,12,239,239|388|480|811|1199|1348|1440|1771|2159|2308|2400|2731
928,12,239,239|389|480|810|1199|1349|1440|1770|2159|2309|2400|2730
929,12,239,239|390|480|809|1199|1350|1440|1769|2159|2310|2400|2729
930,12,239,239|391|480|808|1199|1351|1440|1768|2159|2311|2400|2728
931,12,239,239|392|480|807|1199|1352|1440|1767|2159|2312|2400|2727
932,12,239,239|393|480|806|1199|1353|1440|1766|2159|2313|2400|2726
933,12,239,239|394|480|805|1199|1354|1440|1765|2159|2314|2400|2725
934,12,239,239|395|480|804|1199|1355|1440|1764|2159|2315|2400|2724
935,12,239,239|396|480|803|1199|1356|1440|1763|2159|2316|2400|2723
936,12,239,239|397|480|802|1199|1357|1440|1762|2159|2317|2400|2722
937,12,239,239|398|480|801|1199|1358|1440|1761|2159|2318|2400|2721
938,12,239,239|399|480|800|1199|1359|1440|1760|2159|2319|2400|2720
939,12,239,239|400|480|799|1199|1360|1440|1759|2159|2320|2400|2719
940,12,239,239|401|480|798|1199|1361|1440|1758|2159|2321|2400|2718
941,12,239,239|402|480|797|1199|1362|1440|1757|2159|2322|2400|2717
942,12,239,239|403|480|796|1199|1363|1440|1756|2159|2323|2400|2716
943,12,239,239|404|480|795|1199|1364|1440|1755|2159|2324|2400|2715
944,12,239,239|405|480|794|1199|1365|1440|1754|2159|2325|2400|2714
945,12,239,239|406|480|793|1199|1366|1440|1753|2159|2326|2400|2713
946,12,239,239|407|480|792|1199|1367|1440|1752|2159|2327|2400|2712
947,12,239,239|408|480|791|1199|1368|1440|1751|2159|2328|2400|2711
948,12,239,239|409|480|790|1199|1369|1440|1750|2159|2329|2400|2710
949,12,239,239|410|480|789|1199|1370|1440|1749|2159|2330|2400|2709
950,12,239,239|411|480|788|1199|1371|1440|1748|2159|2331|2400|2708
951,12,239,239|412|480|787|1199|1372|1440|1747|2159|2332|2400|2707
952,12,239,239|413|480|786|1199|1373|1440|1746|2159|2333|2400|2706
953,12,239,239|414|480|785|1199|1374|1440|1745|2159|2334|2400|2705
954,12,239,239|415|480|784|1199|1375|1440|1744|2159|2335|2400|2704
955,12,239,239|416|480|783|1199|1376|1440|1743|2159|2336|2400|2703
956,12,239,239|417|480|782|1199|1377|1440|1742|2159|2337|2400|2702
957,12,239,239|418|480|781|1199|1378|1440|1741|2159|2338|2400|2701
958,12,239,239|419|480|780|1199|1379|1440|1740|2159|2339|2400|2700
959,12,239,239|420|480|779|1199|1380|1440|1739|2159|2340|2400|2699
960,12,239,239|421|480|778|1199|1381|1440|1738|2159|2341|2400|2698
961,12,239,239|422|480|777|1199|1382|1440|1737|2159|2342|2400|2697
962,12,239,239|423|481|720|1016|1438|1679|1863|1921|2160|2456|2878
963,12,239,239|424|482|720|1015|1437|1679|1864|1922|2160|2455|2877
964,12,239,239|425|483|720|1014|1436|1679|1865|1923|2160|2454|2876
965,12,239,239|426|484|720|1013|1435|1679|1866|1924|2160|2453|2875
966,12,239,239|427|485|720|1012|1434|1679|1867|1925|2160|2452|2874
967,12,239,239|428|486|720|1011|1433|1679|1868|1926|2160|2451|2873
968,12,239,239|429|487|720|1010|1432|1679|1869|1927|2160|2450|2872
969,12,239,239|430|488|720|1009|1431|1679|1870|1928|2160|2449|2871
970,12,239,239|431|489|720|1008|1430|1679|1871|1929|2160|2448|2870
971,12,239,239|432|490|720|1007|1429|1679|1872|1930|2160|2447|2869
972,12,239,239|433|491|720|1006|1428|1679|1873|1931|2160|2446|2868
973,12,239,239|434|492|720|1005|1427|1679|1874|1932|2160|2445|2867
974,12,239,239|435|493|720|1004|1426|1679|1875|1933|2160|2444|2866
975,12,239,239|436|494|720|1003|1425|1679|1876|1934|2160|2443|2865
976,12,239,239|437|495|720|1002|1424|1679|1877|1935|2160|2442|2864
977,12,239,239|438|496|720|1001|1423|1679|1878|1936|2160|2441|2863
978,12,239,239|439|497|720|1000|1422|1679|1879|1937|2160|2440|2862
979,12,239,239|440|498|720|999|1421|1679|1880|1938|2160|2439|2861
980,12,239,239|441|499|720|998|1420|1679|1881|1939|2160|2438|2860
981,12,239,239|442|500|720|997|1419|1679|1882|1940|2160|2437|2859
982,12,239,239|443|501|720|996|1418|1679|1883|1941|2160|2436|2858
983,12,239,239|444|502|720|995|1417|1679|1884|1942|2160|2435|2857
984,12,239,239|445|503|720|994|1416|1679|1885|1943|2160|2434|2856
985,12,239,239|446|504|720|993|1415|1679|1886|1944|2160|2433|2855
986,12,239,239|447|505|720|992|1414|1679|1887|1945|2160|2432|2854
987,12,239,239|448|506|720|991|1413|1679|1888|1946|2160|2431|2853
988,12,239,239|449|507|720|990|1412|1679|1889|1947|2160|2430|2852
989,12,239,239|450|508|720|989|1411|1679|1890|1948|2160|2429|2851
990,12,239,239|451|509|720|988|1410|1679|1891|1949|2160|2428|2850
991,12,239,239|452|510|720|987|1409|1679|1892|1950|2160|2427|2849
992,12,239,239|453|511|720|986|1408|1679|1893|1951|2160|2426|2848
993,12,239,239|454|512|720|985|1407|1679|1894|1952|2160|2425|2847
994,12,239,239|455|513|720|984|1406|1679|1895|1953|2160|2424|2846
995,12,239,239|456|514|720|983|1405|1679|1896|1954|2160|2423|2845
996,12,239,239|457|515|720|982|1404|1679|1897|1955|2160|2422|2844
997,12,239,239|458|516|720|981|1403|1679|1898|1956|2160|2421|2843
998,12,239,239|459|517|720|980|1402|1679|1899|1957|2160|2420|2842
999,12,239,239|460|518|720|979|1401|1679|1900|1958|2160|2419|2841
1000,12,239,239|461|519|720|978|1400|1679|1901|1959|2160|2418|2840
1001,12,239,239|462|520|720|977|1399|1679|1902|1960|2160|2417|2839
1002,12,239,239|463|521|720|976|1398|1679|1903|1961|2160|2416|2838
1003,12,239,239|464|522|720|975|1397|1679|1904|1962|2160|2415|2837
1004,12,239,239|465|523|720|974|1396|1679|1905|1963|2160|2414|2836
1005,12,239,239|466|524|720|973|1395|1679|1906|1964|2160|2413|2835
1006,12,239,239|467|525|720|972|1394|1679|1907|1965|2160|2412|2834
1007,12,239,239|468|526|720|971|1393|1679|1908|1966|2160|2411|2833
1008,12,239,239|469|527|720|970|1392|1679|1909|1967|2160|2410|2832
1009,12,239,239|470|528|720|969|1391|1679|1910|1968|2160|2409|2831
1010,12,239,239|471|529|720|968|1390|1679|1911|1969|2160|2408|2830
1011,12,239,239|472|530|720|967|1389|1679|1912|1970|2160|2407|2829
1012,12,239,239|473|531|720|966|1388|1679|1913|1971|2160|2406|2828
1013,12,239,239|474|532|720|965|1387|1679|1914|1972|2160|2405|2827
1014,12,239,239|475|533|720|964|1386|1679|1915|1973|2160|2404|2826
1015,12,239,239|476|534|720|963|1385|1679|1916|1974|2160|2403|2825
1016,12,239,239|477|535|720|962|1384|1679|1917|1975|2160|2402|2824
1017,12,239,239|478|536|720|961|1383|1679|1918|1976|2160|2401|2823
1018,12,239,239|479|719|959|1199|1439|1679|1919|2159|2399|2639|2879
