s_id,label,class_id,phase_idx,q_id,order,q_order,q_family_tag,commute_rate_probe,assoc_nonzero_rate,probe_order_preserve_rate,family_transition_entropy,score_photon_like,score_neutrino_like,score_electron_like,score_quark_core_like,score_mediator_w_like,score_unstable_crossmix_like,top_role_1,top_role_1_score,top_role_2,top_role_2_score,top_role_3,top_role_3_score
0,-1*e000,SC0182,0,0,2,2,A16_basis_signed_unit,1.0,0.0,0.703125,0.5435644431995964,0.35,0.8,0.390625,0.0,0.059375000000000004,0.09334777769997478,neutrino_like,0.8,electron_like,0.390625,photon_like,0.35
1,-1/2*e000 + -1/2*e001 + -1/2*e010 + -1/2*e110,SC0073,0,1,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
2,-1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110,SC0052,0,2,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
3,-1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101,SC0052,0,3,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
4,-1/2*e000 + -1/2*e001 + -1/2*e011 + 1/2*e101,SC0118,0,4,3,3,B112_line_plus_e000_halfsum,0.046875,0.625,0.5364583333333334,1.8024212838293643,0.06562499999999999,0.10546875,0.6619791666666667,0.8968750000000001,0.21770833333333334,0.6311409135726687,quark_core_like,0.8968750000000001,electron_like,0.6619791666666667,unstable_crossmix_like,0.6311409135726687
5,-1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111,SC0052,0,5,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
6,-1/2*e000 + -1/2*e001 + -1/2*e100 + 1/2*e111,SC0067,0,6,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
7,-1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111,SC0052,0,7,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
8,-1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111,SC0052,0,8,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
9,-1/2*e000 + -1/2*e001 + 1/2*e011 + -1/2*e101,SC0118,0,9,3,3,B112_line_plus_e000_halfsum,0.046875,0.625,0.5364583333333334,1.8024212838293643,0.06562499999999999,0.10546875,0.6619791666666667,0.8968750000000001,0.21770833333333334,0.6311409135726687,quark_core_like,0.8968750000000001,electron_like,0.6619791666666667,unstable_crossmix_like,0.6311409135726687
10,-1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101,SC0052,0,10,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
11,-1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110,SC0052,0,11,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
12,-1/2*e000 + -1/2*e001 + 1/2*e010 + 1/2*e110,SC0067,0,12,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
13,-1/2*e000 + -1/2*e010 + -1/2*e011 + -1/2*e100,SC0067,0,13,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
14,-1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100,SC0052,0,14,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
15,-1/2*e000 + -1/2*e010 + -1/2*e101 + -1/2*e111,SC0067,0,15,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
16,-1/2*e000 + -1/2*e010 + 1/2*e101 + -1/2*e111,SC0088,0,16,3,3,B112_line_plus_e000_halfsum,0.046875,0.875,0.5364583333333334,1.8024212838293643,0.028125,0.04296875,0.5619791666666666,0.9593750000000001,0.2677083333333333,0.7061409135726686,quark_core_like,0.9593750000000001,unstable_crossmix_like,0.7061409135726686,electron_like,0.5619791666666666
17,-1/2*e000 + -1/2*e010 + -1/2*e101 + 1/2*e111,SC0088,0,17,3,3,B112_line_plus_e000_halfsum,0.046875,0.875,0.5364583333333334,1.8024212838293643,0.028125,0.04296875,0.5619791666666666,0.9593750000000001,0.2677083333333333,0.7061409135726686,quark_core_like,0.9593750000000001,unstable_crossmix_like,0.7061409135726686,electron_like,0.5619791666666666
18,-1/2*e000 + -1/2*e010 + 1/2*e101 + 1/2*e111,SC0073,0,18,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
19,-1/2*e000 + -1/2*e010 + 1/2*e011 + -1/2*e100,SC0088,0,19,3,3,B112_line_plus_e000_halfsum,0.046875,0.875,0.5364583333333334,1.8024212838293643,0.028125,0.04296875,0.5619791666666666,0.9593750000000001,0.2677083333333333,0.7061409135726686,quark_core_like,0.9593750000000001,unstable_crossmix_like,0.7061409135726686,electron_like,0.5619791666666666
20,-1/2*e000 + -1/2*e010 + 1/2*e011 + 1/2*e100,SC0073,0,20,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
21,-1/2*e000 + -1/2*e011 + -1/2*e110 + -1/2*e111,SC0067,0,21,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
22,-1/2*e000 + -1/2*e011 + -1/2*e110 + 1/2*e111,SC0118,0,22,3,3,B112_line_plus_e000_halfsum,0.046875,0.625,0.5364583333333334,1.8024212838293643,0.06562499999999999,0.10546875,0.6619791666666667,0.8968750000000001,0.21770833333333334,0.6311409135726687,quark_core_like,0.8968750000000001,electron_like,0.6619791666666667,unstable_crossmix_like,0.6311409135726687
23,-1/2*e000 + -1/2*e011 + 1/2*e110 + -1/2*e111,SC0067,0,23,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
24,-1/2*e000 + -1/2*e011 + 1/2*e110 + 1/2*e111,SC0067,0,24,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
25,-1/2*e000 + -1/2*e100 + -1/2*e101 + -1/2*e110,SC0073,0,25,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
26,-1/2*e000 + -1/2*e100 + 1/2*e101 + -1/2*e110,SC0088,0,26,3,3,B112_line_plus_e000_halfsum,0.046875,0.875,0.5364583333333334,1.8024212838293643,0.028125,0.04296875,0.5619791666666666,0.9593750000000001,0.2677083333333333,0.7061409135726686,quark_core_like,0.9593750000000001,unstable_crossmix_like,0.7061409135726686,electron_like,0.5619791666666666
27,-1/2*e000 + -1/2*e100 + -1/2*e101 + 1/2*e110,SC0073,0,27,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
28,-1/2*e000 + -1/2*e100 + 1/2*e101 + 1/2*e110,SC0073,0,28,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
29,-1/2*e000 + 1/2*e100 + -1/2*e101 + -1/2*e110,SC0073,0,29,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
30,-1/2*e000 + 1/2*e100 + 1/2*e101 + -1/2*e110,SC0073,0,30,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
31,-1/2*e000 + 1/2*e100 + -1/2*e101 + 1/2*e110,SC0088,0,31,3,3,B112_line_plus_e000_halfsum,0.046875,0.875,0.5364583333333334,1.8024212838293643,0.028125,0.04296875,0.5619791666666666,0.9593750000000001,0.2677083333333333,0.7061409135726686,quark_core_like,0.9593750000000001,unstable_crossmix_like,0.7061409135726686,electron_like,0.5619791666666666
32,-1/2*e000 + 1/2*e100 + 1/2*e101 + 1/2*e110,SC0073,0,32,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
33,-1/2*e000 + 1/2*e011 + -1/2*e110 + -1/2*e111,SC0067,0,33,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
34,-1/2*e000 + 1/2*e011 + -1/2*e110 + 1/2*e111,SC0067,0,34,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
35,-1/2*e000 + 1/2*e011 + 1/2*e110 + -1/2*e111,SC0118,0,35,3,3,B112_line_plus_e000_halfsum,0.046875,0.625,0.5364583333333334,1.8024212838293643,0.06562499999999999,0.10546875,0.6619791666666667,0.8968750000000001,0.21770833333333334,0.6311409135726687,quark_core_like,0.8968750000000001,electron_like,0.6619791666666667,unstable_crossmix_like,0.6311409135726687
36,-1/2*e000 + 1/2*e011 + 1/2*e110 + 1/2*e111,SC0067,0,36,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
37,-1/2*e000 + 1/2*e010 + -1/2*e011 + -1/2*e100,SC0073,0,37,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
38,-1/2*e000 + 1/2*e010 + -1/2*e011 + 1/2*e100,SC0088,0,38,3,3,B112_line_plus_e000_halfsum,0.046875,0.875,0.5364583333333334,1.8024212838293643,0.028125,0.04296875,0.5619791666666666,0.9593750000000001,0.2677083333333333,0.7061409135726686,quark_core_like,0.9593750000000001,unstable_crossmix_like,0.7061409135726686,electron_like,0.5619791666666666
39,-1/2*e000 + 1/2*e010 + -1/2*e101 + -1/2*e111,SC0073,0,39,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
40,-1/2*e000 + 1/2*e010 + 1/2*e101 + -1/2*e111,SC0088,0,40,3,3,B112_line_plus_e000_halfsum,0.046875,0.875,0.5364583333333334,1.8024212838293643,0.028125,0.04296875,0.5619791666666666,0.9593750000000001,0.2677083333333333,0.7061409135726686,quark_core_like,0.9593750000000001,unstable_crossmix_like,0.7061409135726686,electron_like,0.5619791666666666
41,-1/2*e000 + 1/2*e010 + -1/2*e101 + 1/2*e111,SC0088,0,41,3,3,B112_line_plus_e000_halfsum,0.046875,0.875,0.5364583333333334,1.8024212838293643,0.028125,0.04296875,0.5619791666666666,0.9593750000000001,0.2677083333333333,0.7061409135726686,quark_core_like,0.9593750000000001,unstable_crossmix_like,0.7061409135726686,electron_like,0.5619791666666666
42,-1/2*e000 + 1/2*e010 + 1/2*e101 + 1/2*e111,SC0067,0,42,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
43,-1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100,SC0052,0,43,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
44,-1/2*e000 + 1/2*e010 + 1/2*e011 + 1/2*e100,SC0067,0,44,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
45,-1/2*e000 + 1/2*e001 + -1/2*e010 + -1/2*e110,SC0067,0,45,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
46,-1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110,SC0052,0,46,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
47,-1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101,SC0052,0,47,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
48,-1/2*e000 + 1/2*e001 + -1/2*e011 + 1/2*e101,SC0118,0,48,3,3,B112_line_plus_e000_halfsum,0.046875,0.625,0.5364583333333334,1.8024212838293643,0.06562499999999999,0.10546875,0.6619791666666667,0.8968750000000001,0.21770833333333334,0.6311409135726687,quark_core_like,0.8968750000000001,electron_like,0.6619791666666667,unstable_crossmix_like,0.6311409135726687
49,-1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111,SC0052,0,49,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
50,-1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111,SC0052,0,50,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
51,-1/2*e000 + 1/2*e001 + 1/2*e100 + -1/2*e111,SC0067,0,51,3,3,B112_line_plus_e000_halfsum,0.046875,0.75,0.5364583333333334,1.8024212838293643,0.046875,0.07421875,0.6119791666666666,0.9281250000000001,0.24270833333333336,0.6686409135726685,quark_core_like,0.9281250000000001,unstable_crossmix_like,0.6686409135726685,electron_like,0.6119791666666666
52,-1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111,SC0052,0,52,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
53,-1/2*e000 + 1/2*e001 + 1/2*e011 + -1/2*e101,SC0118,0,53,3,3,B112_line_plus_e000_halfsum,0.046875,0.625,0.5364583333333334,1.8024212838293643,0.06562499999999999,0.10546875,0.6619791666666667,0.8968750000000001,0.21770833333333334,0.6311409135726687,quark_core_like,0.8968750000000001,electron_like,0.6619791666666667,unstable_crossmix_like,0.6311409135726687
54,-1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101,SC0052,0,54,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
55,-1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110,SC0052,0,55,3,3,B112_line_plus_e000_halfsum,0.046875,0.6875,0.5364583333333334,1.8024212838293643,0.05625,0.08984375,0.6369791666666667,0.9125000000000001,0.23020833333333335,0.6498909135726687,quark_core_like,0.9125000000000001,unstable_crossmix_like,0.6498909135726687,electron_like,0.6369791666666667
56,-1/2*e000 + 1/2*e001 + 1/2*e010 + 1/2*e110,SC0073,0,56,3,3,B112_line_plus_e000_halfsum,0.046875,0.8125,0.5364583333333334,1.8024212838293643,0.0375,0.05859375,0.5869791666666666,0.9437500000000001,0.25520833333333337,0.6873909135726686,quark_core_like,0.9437500000000001,unstable_crossmix_like,0.6873909135726686,electron_like,0.5869791666666666
57,-1*e001,SC0137,0,57,4,4,A16_basis_signed_unit,0.03125,0.6875,0.5833333333333334,1.4056390622295662,0.053125,0.3859375,0.3947916666666667,0.365625,0.22083333333333333,0.6196232747226812,unstable_crossmix_like,0.6196232747226812,electron_like,0.3947916666666667,neutrino_like,0.3859375
58,-1/2*e001 + -1/2*e010 + -1/2*e011 + -1/2*e111,SC0022,0,58,4,4,C112_complement_halfsum,0.015625,0.8125,0.5520833333333334,1.8024212838293643,0.031249999999999997,0.05078125,0.4369791666666667,0.6000000000000001,0.2520833333333333,0.6920784135726686,unstable_crossmix_like,0.6920784135726686,quark_core_like,0.6000000000000001,electron_like,0.4369791666666667
59,-1/2*e001 + -1/2*e010 + -1/2*e011 + 1/2*e111,SC0022,0,59,4,4,C112_complement_halfsum,0.015625,0.8125,0.5520833333333334,1.8024212838293643,0.031249999999999997,0.05078125,0.4369791666666667,0.6000000000000001,0.2520833333333333,0.6920784135726686,unstable_crossmix_like,0.6920784135726686,quark_core_like,0.6000000000000001,electron_like,0.4369791666666667
60,-1/2*e001 + -1/2*e010 + -1/2*e100 + -1/2*e101,SC0001,0,60,4,4,C112_complement_halfsum,0.015625,0.875,0.5520833333333334,1.8024212838293643,0.021875,0.03515625,0.4119791666666667,0.6156250000000001,0.26458333333333334,0.7108284135726686,unstable_crossmix_like,0.7108284135726686,quark_core_like,0.6156250000000001,electron_like,0.4119791666666667
61,-1/2*e001 + -1/2*e010 + -1/2*e100 + 1/2*e101,SC0001,0,61,4,4,C112_complement_halfsum,0.015625,0.875,0.5520833333333334,1.8024212838293643,0.021875,0.03515625,0.4119791666666667,0.6156250000000001,0.26458333333333334,0.7108284135726686,unstable_crossmix_like,0.7108284135726686,quark_core_like,0.6156250000000001,electron_like,0.4119791666666667
62,-1/2*e001 + -1/2*e010 + 1/2*e100 + -1/2*e101,SC0095,0,62,4,4,C112_complement_halfsum,0.015625,0.6875,0.5520833333333334,1.8024212838293643,0.05,0.08203125,0.48697916666666674,0.5687500000000001,0.22708333333333336,0.6545784135726687,unstable_crossmix_like,0.6545784135726687,quark_core_like,0.5687500000000001,electron_like,0.48697916666666674
63,-1/2*e001 + -1/2*e010 + 1/2*e100 + 1/2*e101,SC0001,0,63,4,4,C112_complement_halfsum,0.015625,0.875,0.5520833333333334,1.8024212838293643,0.021875,0.03515625,0.4119791666666667,0.6156250000000001,0.26458333333333334,0.7108284135726686,unstable_crossmix_like,0.7108284135726686,quark_core_like,0.6156250000000001,electron_like,0.4119791666666667
64,-1/2*e001 + -1/2*e010 + 1/2*e011 + -1/2*e111,SC0022,0,64,4,4,C112_complement_halfsum,0.015625,0.8125,0.5520833333333334,1.8024212838293643,0.031249999999999997,0.05078125,0.4369791666666667,0.6000000000000001,0.2520833333333333,0.6920784135726686,unstable_crossmix_like,0.6920784135726686,quark_core_like,0.6000000000000001,electron_like,0.4369791666666667
65,-1/2*e001 + -1/2*e010 + 1/2*e011 + 1/2*e111,SC0001,0,65,4,4,C112_complement_halfsum,0.015625,0.875,0.5520833333333334,1.8024212838293643,0.021875,0.03515625,0.4119791666666667,0.6156250000000001,0.26458333333333334,0.7108284135726686,unstable_crossmix_like,0.7108284135726686,quark_core_like,0.6156250000000001,electron_like,0.4119791666666667
66,-1/2*e001 + -1/2*e011 + -1/2*e100 + -1/2*e110,SC0022,0,66,4,4,C112_complement_halfsum,0.015625,0.8125,0.5520833333333334,1.8024212838293643,0.031249999999999997,0.05078125,0.4369791666666667,0.6000000000000001,0.2520833333333333,0.6920784135726686,unstable_crossmix_like,0.6920784135726686,quark_core_like,0.6000000000000001,electron_like,0.4369791666666667
67,-1/2*e001 + -1/2*e011 + -1/2*e100 + 1/2*e110,SC0095,0,67,4,4,C112_complement_halfsum,0.015625,0.6875,0.5520833333333334,1.8024212838293643,0.05,0.08203125,0.48697916666666674,0.5687500000000001,0.22708333333333336,0.6545784135726687,unstable_crossmix_like,0.6545784135726687,quark_core_like,0.5687500000000001,electron_like,0.48697916666666674
68,-1/2*e001 + -1/2*e011 + 1/2*e100 + -1/2*e110,SC0022,0,68,4,4,C112_complement_halfsum,0.015625,0.8125,0.5520833333333334,1.8024212838293643,0.031249999999999997,0.05078125,0.4369791666666667,0.6000000000000001,0.2520833333333333,0.6920784135726686,unstable_crossmix_like,0.6920784135726686,quark_core_like,0.6000000000000001,electron_like,0.4369791666666667
69,-1/2*e001 + -1/2*e011 + 1/2*e100 + 1/2*e110,SC0001,0,69,4,4,C112_complement_halfsum,0.015625,0.875,0.5520833333333334,1.8024212838293643,0.021875,0.03515625,0.4119791666666667,0.6156250000000001,0.26458333333333334,0.7108284135726686,unstable_crossmix_like,0.7108284135726686,quark_core_like,0.6156250000000001,electron_like,0.4119791666666667
70,-1/2*e001 + -1/2*e101 + -1/2*e110 + -1/2*e111,SC0001,0,70,4,4,C112_complement_halfsum,0.015625,0.875,0.5520833333333334,1.8024212838293643,0.021875,0.03515625,0.4119791666666667,0.6156250000000001,0.26458333333333334,0.7108284135726686,unstable_crossmix_like,0.7108284135726686,quark_core_like,0.6156250000000001,electron_like,0.4119791666666667
71,-1/2*e001 + 1/2*e101 + -1/2*e110 + -1/2*e111,SC0001,0,71,4,4,C112_complement_halfsum,0.015625,0.875,0.5520833333333334,1.8024212838293643,0.021875,0.03515625,0.4119791666666667,0.6156250000000001,0.26458333333333334,0.7108284135726686,unstable_crossmix_like,0.7108284135726686,quark_core_like,0.6156250000000001,electron_like,0.4119791666666667
72,-1/2*e001 + -1/2*e101 + -1/2*e110 + 1/2*e111,SC0001,0,72,4,4,C112_complement_halfsum,0.015625,0.875,0.5520833333333334,1.8024212838293643,0.021875,0.03515625,0.4119791666666667,0.6156250000000001,0.26458333333333334,0.7108284135726686,unstable_crossmix_like,0.7108284135726686,quark_core_like,0.6156250000000001,electron_like,0.4119791666666667
