s_id,label,class_id,order,q_family_tag,phase_sector_mod3,dominant_dp_left,dominant_dg_left,commute_rate_probe,assoc_nonzero_rate,probe_order_preserve_rate,family_transition_entropy
135,1/2*e010 + -1/2*e011 + -1/2*e101 + 1/2*e110,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
136,1/2*e010 + -1/2*e011 + 1/2*e101 + 1/2*e110,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
137,1/2*e010 + -1/2*e100 + -1/2*e110 + -1/2*e111,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
139,1/2*e010 + -1/2*e100 + 1/2*e110 + -1/2*e111,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
140,1/2*e010 + -1/2*e100 + 1/2*e110 + 1/2*e111,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
142,1/2*e010 + 1/2*e100 + -1/2*e110 + 1/2*e111,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
143,1/2*e010 + 1/2*e100 + 1/2*e110 + -1/2*e111,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
144,1/2*e010 + 1/2*e100 + 1/2*e110 + 1/2*e111,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
145,1/2*e010 + 1/2*e011 + -1/2*e101 + -1/2*e110,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
146,1/2*e010 + 1/2*e011 + 1/2*e101 + -1/2*e110,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
148,1/2*e010 + 1/2*e011 + 1/2*e101 + 1/2*e110,SC0001,4,C112_complement_halfsum,0,0,0,0.015625,0.875000,0.552083,1.802421
