s_id,label,class_id,order,q_family_tag,phase_sector_mod3,dominant_dp_left,dominant_dg_left,commute_rate_probe,assoc_nonzero_rate,probe_order_preserve_rate,family_transition_entropy
2737,zeta12^11*(-1/2*e010 + -1/2*e100 + 1/2*e110 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2739,zeta12^11*(-1/2*e010 + 1/2*e100 + -1/2*e110 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2740,zeta12^11*(-1/2*e010 + 1/2*e100 + -1/2*e110 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2742,zeta12^11*(-1/2*e010 + 1/2*e100 + 1/2*e110 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2743,zeta12^11*(-1/2*e010 + 1/2*e011 + -1/2*e101 + -1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2744,zeta12^11*(-1/2*e010 + 1/2*e011 + 1/2*e101 + -1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2745,zeta12^11*(-1/2*e010 + 1/2*e011 + -1/2*e101 + 1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2748,zeta12^11*(-1/2*e011 + -1/2*e100 + -1/2*e101 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2749,zeta12^11*(-1/2*e011 + -1/2*e100 + 1/2*e101 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2750,zeta12^11*(-1/2*e011 + -1/2*e100 + -1/2*e101 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2751,zeta12^11*(-1/2*e011 + -1/2*e100 + 1/2*e101 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2752,zeta12^11*(-1/2*e011 + 1/2*e100 + -1/2*e101 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2753,zeta12^11*(-1/2*e011 + 1/2*e100 + 1/2*e101 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2754,zeta12^11*(-1/2*e011 + 1/2*e100 + -1/2*e101 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2765,zeta12^11*(1/2*e011 + -1/2*e100 + 1/2*e101 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2766,zeta12^11*(1/2*e011 + -1/2*e100 + -1/2*e101 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2767,zeta12^11*(1/2*e011 + -1/2*e100 + 1/2*e101 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2768,zeta12^11*(1/2*e011 + 1/2*e100 + -1/2*e101 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2769,zeta12^11*(1/2*e011 + 1/2*e100 + 1/2*e101 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2770,zeta12^11*(1/2*e011 + 1/2*e100 + -1/2*e101 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2771,zeta12^11*(1/2*e011 + 1/2*e100 + 1/2*e101 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2774,zeta12^11*(1/2*e010 + -1/2*e011 + 1/2*e101 + -1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2775,zeta12^11*(1/2*e010 + -1/2*e011 + -1/2*e101 + 1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2776,zeta12^11*(1/2*e010 + -1/2*e011 + 1/2*e101 + 1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2777,zeta12^11*(1/2*e010 + -1/2*e100 + -1/2*e110 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2779,zeta12^11*(1/2*e010 + -1/2*e100 + 1/2*e110 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2780,zeta12^11*(1/2*e010 + -1/2*e100 + 1/2*e110 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2782,zeta12^11*(1/2*e010 + 1/2*e100 + -1/2*e110 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2783,zeta12^11*(1/2*e010 + 1/2*e100 + 1/2*e110 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2784,zeta12^11*(1/2*e010 + 1/2*e100 + 1/2*e110 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2785,zeta12^11*(1/2*e010 + 1/2*e011 + -1/2*e101 + -1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2786,zeta12^11*(1/2*e010 + 1/2*e011 + 1/2*e101 + -1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2788,zeta12^11*(1/2*e010 + 1/2*e011 + 1/2*e101 + 1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2793,zeta12^11*(1/2*e001 + -1/2*e010 + -1/2*e100 + 1/2*e101),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2794,zeta12^11*(1/2*e001 + -1/2*e010 + 1/2*e100 + -1/2*e101),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2795,zeta12^11*(1/2*e001 + -1/2*e010 + 1/2*e100 + 1/2*e101),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2796,zeta12^11*(1/2*e001 + -1/2*e010 + 1/2*e011 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2799,zeta12^11*(1/2*e001 + -1/2*e011 + -1/2*e100 + 1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2800,zeta12^11*(1/2*e001 + -1/2*e011 + 1/2*e100 + -1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2802,zeta12^11*(1/2*e001 + -1/2*e101 + -1/2*e110 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2803,zeta12^11*(1/2*e001 + 1/2*e101 + -1/2*e110 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2805,zeta12^11*(1/2*e001 + 1/2*e101 + -1/2*e110 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2807,zeta12^11*(1/2*e001 + 1/2*e101 + 1/2*e110 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2808,zeta12^11*(1/2*e001 + -1/2*e101 + 1/2*e110 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2809,zeta12^11*(1/2*e001 + 1/2*e101 + 1/2*e110 + 1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2810,zeta12^11*(1/2*e001 + 1/2*e011 + -1/2*e100 + -1/2*e110),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2814,zeta12^11*(1/2*e001 + 1/2*e010 + -1/2*e011 + -1/2*e111),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2816,zeta12^11*(1/2*e001 + 1/2*e010 + -1/2*e100 + -1/2*e101),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2818,zeta12^11*(1/2*e001 + 1/2*e010 + 1/2*e100 + -1/2*e101),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
2819,zeta12^11*(1/2*e001 + 1/2*e010 + 1/2*e100 + 1/2*e101),SC0012,12,C112_complement_halfsum,2,11,2,0.015625,0.875000,0.036458,1.802421
1442,zeta12^6*(-1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1443,zeta12^6*(-1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1445,zeta12^6*(-1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1447,zeta12^6*(-1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1448,zeta12^6*(-1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1450,zeta12^6*(-1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1451,zeta12^6*(-1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1454,zeta12^6*(-1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1483,zeta12^6*(-1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1486,zeta12^6*(-1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1487,zeta12^6*(-1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1489,zeta12^6*(-1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1490,zeta12^6*(-1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1492,zeta12^6*(-1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1494,zeta12^6*(-1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1495,zeta12^6*(-1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1624,zeta12^6*(1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1625,zeta12^6*(1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1627,zeta12^6*(1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1629,zeta12^6*(1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1630,zeta12^6*(1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1632,zeta12^6*(1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1633,zeta12^6*(1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1636,zeta12^6*(1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1665,zeta12^6*(1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1668,zeta12^6*(1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1669,zeta12^6*(1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1671,zeta12^6*(1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1672,zeta12^6*(1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1674,zeta12^6*(1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1676,zeta12^6*(1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
1677,zeta12^6*(1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110),SC0013,6,B112_line_plus_e000_halfsum,0,6,0,0.046875,0.687500,0.526042,1.802421
2402,zeta12^10*(-1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2403,zeta12^10*(-1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2405,zeta12^10*(-1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2407,zeta12^10*(-1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2408,zeta12^10*(-1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2410,zeta12^10*(-1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2411,zeta12^10*(-1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2414,zeta12^10*(-1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2443,zeta12^10*(-1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2446,zeta12^10*(-1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2447,zeta12^10*(-1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2449,zeta12^10*(-1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2450,zeta12^10*(-1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2452,zeta12^10*(-1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2454,zeta12^10*(-1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2455,zeta12^10*(-1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2584,zeta12^10*(1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2585,zeta12^10*(1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2587,zeta12^10*(1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2589,zeta12^10*(1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2590,zeta12^10*(1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2592,zeta12^10*(1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2593,zeta12^10*(1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2596,zeta12^10*(1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2625,zeta12^10*(1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2628,zeta12^10*(1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2629,zeta12^10*(1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2631,zeta12^10*(1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2632,zeta12^10*(1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2634,zeta12^10*(1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2636,zeta12^10*(1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
2637,zeta12^10*(1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110),SC0014,6,B112_line_plus_e000_halfsum,1,10,1,0.046875,0.687500,0.484375,1.802421
482,zeta12^2*(-1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
483,zeta12^2*(-1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
485,zeta12^2*(-1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
487,zeta12^2*(-1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
488,zeta12^2*(-1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
490,zeta12^2*(-1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
491,zeta12^2*(-1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
494,zeta12^2*(-1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
523,zeta12^2*(-1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
526,zeta12^2*(-1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
527,zeta12^2*(-1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
529,zeta12^2*(-1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
530,zeta12^2*(-1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
532,zeta12^2*(-1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
534,zeta12^2*(-1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
535,zeta12^2*(-1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
664,zeta12^2*(1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
665,zeta12^2*(1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
667,zeta12^2*(1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
669,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
670,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
672,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
673,zeta12^2*(1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
676,zeta12^2*(1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
705,zeta12^2*(1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
708,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
709,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
711,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
712,zeta12^2*(1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
714,zeta12^2*(1/2*e000 + 1/2*e001 + 1/2*e100 + 1/2*e111),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
716,zeta12^2*(1/2*e000 + 1/2*e001 + 1/2*e011 + 1/2*e101),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
717,zeta12^2*(1/2*e000 + 1/2*e001 + 1/2*e010 + -1/2*e110),SC0015,6,B112_line_plus_e000_halfsum,2,2,2,0.046875,0.687500,0.341146,1.802421
2162,zeta12^9*(-1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110),SC0016,12,B112_line_plus_e000_halfsum,0,9,0,0.046875,0.687500,0.218750,1.802421
2163,zeta12^9*(-1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101),SC0016,12,B112_line_plus_e000_halfsum,0,9,0,0.046875,0.687500,0.218750,1.802421
2165,zeta12^9*(-1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111),SC0016,12,B112_line_plus_e000_halfsum,0,9,0,0.046875,0.687500,0.218750,1.802421
2167,zeta12^9*(-1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111),SC0016,12,B112_line_plus_e000_halfsum,0,9,0,0.046875,0.687500,0.218750,1.802421
