strategy,run_idx,candidate_lock_flag,propagating_flag,period,clock_signature_drift,phase_signature_std_mean,centroid_displacement,nonvac_final
random4,163,False,False,,0.7898671465387007,0.0506623622866269,0.28309758848634076,3056
random4,164,False,False,,0.6519983559939572,0.04378306420512099,0.24365121980169038,3737
random4,165,False,False,,0.7662567759708523,0.05111085957099559,0.24690976363629769,3736
random4,166,False,False,,0.7690726917266506,0.04994397393311256,0.2523349654163822,3738
random4,167,False,False,,0.7914500577623745,0.05284588326827952,0.24997669255646668,3740
random4,168,False,False,,0.6690493646138808,0.04616475965661491,0.2497880258380589,3737
random4,169,False,False,,0.6507875677597085,0.04410425474607785,0.25193651692584246,3736
random4,170,False,False,,0.4240424775615392,0.031167386091501336,0.25670869994717044,3738
random4,171,False,False,,0.7483226695103529,0.048190479618463074,0.24982259051662054,3738
random4,172,False,False,,0.852561539145117,0.05300658489126222,0.2511350387067817,3739
random4,173,False,False,,0.6312872122989424,0.04348020661026747,0.2537839765674274,3745
random4,174,False,False,,0.6197791699991114,0.04253866831815467,0.25193178826407175,3735
random4,175,False,False,,0.5965575846440948,0.04153562855472543,0.24521292822458932,3743
random4,176,False,False,,0.7492279836488048,0.04758057474887719,0.25750133799349995,3579
random4,177,False,False,,0.7160368346218785,0.04793028684352116,0.24706991877320708,3734
random4,178,False,False,,0.7825968630587399,0.050798137668274894,0.24735397417791388,3733
random4,179,False,False,,0.76896161023727,0.04884464279785645,0.2519213853707767,3738
random4,180,False,False,,0.7606304985337243,0.04999582518980866,0.24764905318311958,3737
random4,181,False,False,,0.7236070381231672,0.043487568649825836,0.2348527251875578,3603
random4,182,False,False,,0.7052008353328002,0.04294905773749814,0.2466982159334666,3738
random4,183,False,False,,0.6288989602772593,0.04480374858989333,0.2524231572707021,3738
random4,184,False,False,,0.7645127965875768,0.048846652064372185,0.24736029986582422,3735
random4,185,False,False,,0.7741824402381589,0.049998126361471586,0.2465498832598073,3737
random4,186,False,False,,0.7649015818004088,0.05102850784495148,0.247634655502282,3624
random4,187,False,False,,0.6957311383631032,0.04675495347712017,0.25402824101615423,3739
random4,188,False,False,,0.7741824402381589,0.049998126361471586,0.25248880606325735,3739
random4,189,False,False,,0.7859459699635652,0.050790569919653465,0.2540201665163809,3738
random4,190,False,False,,0.5852550430996178,0.041296723936857106,0.24825479601453648,3738
random4,191,False,False,,0.565599173553719,0.03767299526314041,0.24626929116390178,3741
random4,192,False,False,,0.6246834177552653,0.04440096606578703,0.2555129627307898,3738
random4,193,False,False,,0.5852550430996178,0.0412967239368571,0.24438663734005375,3736
random4,194,False,False,,0.7582866791077935,0.04921764582252477,0.25088453225618973,3741
random4,195,False,False,,0.7669510352794809,0.050751666474150935,0.24870013694056106,3739
random4,196,False,False,,0.7545376788411979,0.048053269010766154,0.25567354026985456,3737
random4,197,False,False,,0.7753654581000622,0.05003884888523239,0.2511467736715459,3741
random4,198,False,False,,0.7601472940549187,0.05008342134900289,0.2561246619825177,3735
random4,199,False,False,,0.7304385497200747,0.046930704808620737,0.24896070581279517,3736
random4,200,False,False,,0.7019794721407625,0.046144266628438374,0.25054656030212386,3746
random4,201,False,False,,0.5525304363280902,0.03822243220113183,0.25083835221434186,3732
random4,202,False,False,,0.8306840398116058,0.05109133134287371,0.24996208739866693,3732
random4,203,False,False,,0.8419532569092686,0.052405190431115696,0.24521143648245378,3742
random4,204,False,False,,0.5819337065671376,0.040259947528937204,0.2502433444280439,3737
random4,205,False,False,,0.8186428063627477,0.05018086006970223,0.24626305297841886,3741
random4,206,False,False,,0.6841397849462366,0.04751704304826027,0.2543014599573233,3731
random4,207,False,False,,0.7842686394739181,0.0520713120479781,0.2664446808101874,3604
random4,208,False,False,,0.6490824668977161,0.04602634911095805,0.2497406536433993,3736
random4,209,False,False,,0.6607571314316182,0.04578711299766295,0.2483419116532889,3735
random4,210,False,False,,0.60311694659202,0.04154893319132205,0.24608780390903898,3734
random4,211,False,False,,0.6383131165022661,0.0448349412215892,0.25215712289142517,3744
random4,212,False,False,,0.8324668977161647,0.05091927008564993,0.24902721022711763,3738
random4,213,False,False,,0.6231116146805297,0.039978226131761496,0.25295839390681885,3733
random4,214,False,False,,0.6304263307562428,0.040852949814891314,0.253794277590548,3730
random4,215,False,False,,0.6503765662490003,0.044837419932633994,0.24874756453915253,3738
random4,216,False,False,,0.8512674397938328,0.05291834696535789,0.25332216098026084,3730
