s_id,label,phase_idx,phase_label,phase_angle_deg,phase_order,phase_sector_mod3,phase_sector_mod4,q_id,q_label,q_order,q_inverse_id,q_family_tag,q_g2_proxy_tag,q_support_size,q_support_mask_bin,q_has_e000,q_has_e111,order,inverse_sid,square_sid,cube_sid,neg_phase_sid,is_self_inverse,inner_conj_l_orbit_size,inner_conj_r_orbit_size,q_conj_l_rep,q_conj_r_rep,q_centralizer_size,s_centralizer_size,conj_class_id_l,conj_class_id_r,q_e000,q_e001,q_e010,q_e011,q_e100,q_e101,q_e110,q_e111,c_e000,c_e001,c_e010,c_e011,c_e100,c_e101,c_e110,c_e111
2535,zeta12^10*(1/2*e010 + -1/2*e011 + -1/2*e101 + 1/2*e110),10,zeta12^10,300.0,6,1,2,135,1/2*e010 + -1/2*e011 + -1/2*e101 + 1/2*e110,4,104,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,12,584,1920,1544,1095,false,46,46,58,58,4,48,p10_ql58,p10_qr58,0,0,1/2,-1/2,0,-1/2,1/2,0,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0
2536,zeta12^10*(1/2*e010 + -1/2*e011 + 1/2*e101 + 1/2*e110),10,zeta12^10,300.0,6,1,2,136,1/2*e010 + -1/2*e011 + 1/2*e101 + 1/2*e110,4,103,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,12,583,1920,1543,1096,false,46,46,60,60,4,48,p10_ql60,p10_qr60,0,0,1/2,-1/2,0,1/2,1/2,0,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0
2537,zeta12^10*(1/2*e010 + -1/2*e100 + -1/2*e110 + -1/2*e111),10,zeta12^10,300.0,6,1,2,137,1/2*e010 + -1/2*e100 + -1/2*e110 + -1/2*e111,4,102,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,12,582,1920,1542,1097,false,46,46,59,59,4,48,p10_ql59,p10_qr59,0,0,1/2,0,-1/2,0,-1/2,-1/2,0,0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg)
2538,zeta12^10*(1/2*e010 + -1/2*e100 + -1/2*e110 + 1/2*e111),10,zeta12^10,300.0,6,1,2,138,1/2*e010 + -1/2*e100 + -1/2*e110 + 1/2*e111,4,101,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,12,581,1920,1541,1098,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,0,1/2,0,-1/2,0,-1/2,1/2,0,0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg)
2539,zeta12^10*(1/2*e010 + -1/2*e100 + 1/2*e110 + -1/2*e111),10,zeta12^10,300.0,6,1,2,139,1/2*e010 + -1/2*e100 + 1/2*e110 + -1/2*e111,4,100,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,12,580,1920,1540,1099,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,0,1/2,0,-1/2,0,1/2,-1/2,0,0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg)
2540,zeta12^10*(1/2*e010 + -1/2*e100 + 1/2*e110 + 1/2*e111),10,zeta12^10,300.0,6,1,2,140,1/2*e010 + -1/2*e100 + 1/2*e110 + 1/2*e111,4,99,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,12,579,1920,1539,1100,false,46,46,58,58,4,48,p10_ql58,p10_qr58,0,0,1/2,0,-1/2,0,1/2,1/2,0,0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg)
2541,zeta12^10*(1/2*e010 + 1/2*e100 + -1/2*e110 + -1/2*e111),10,zeta12^10,300.0,6,1,2,141,1/2*e010 + 1/2*e100 + -1/2*e110 + -1/2*e111,4,98,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,12,578,1920,1538,1101,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,0,1/2,0,1/2,0,-1/2,-1/2,0,0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg)
2542,zeta12^10*(1/2*e010 + 1/2*e100 + -1/2*e110 + 1/2*e111),10,zeta12^10,300.0,6,1,2,142,1/2*e010 + 1/2*e100 + -1/2*e110 + 1/2*e111,4,97,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,12,577,1920,1537,1102,false,46,46,58,58,4,48,p10_ql58,p10_qr58,0,0,1/2,0,1/2,0,-1/2,1/2,0,0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg)
2543,zeta12^10*(1/2*e010 + 1/2*e100 + 1/2*e110 + -1/2*e111),10,zeta12^10,300.0,6,1,2,143,1/2*e010 + 1/2*e100 + 1/2*e110 + -1/2*e111,4,96,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,12,576,1920,1536,1103,false,46,46,59,59,4,48,p10_ql59,p10_qr59,0,0,1/2,0,1/2,0,1/2,-1/2,0,0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg)
2544,zeta12^10*(1/2*e010 + 1/2*e100 + 1/2*e110 + 1/2*e111),10,zeta12^10,300.0,6,1,2,144,1/2*e010 + 1/2*e100 + 1/2*e110 + 1/2*e111,4,95,C112_complement_halfsum,G2_proxy_C112,4,11010100,false,true,12,575,1920,1535,1104,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,0,1/2,0,1/2,0,1/2,1/2,0,0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg)
2545,zeta12^10*(1/2*e010 + 1/2*e011 + -1/2*e101 + -1/2*e110),10,zeta12^10,300.0,6,1,2,145,1/2*e010 + 1/2*e011 + -1/2*e101 + -1/2*e110,4,94,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,12,574,1920,1534,1105,false,46,46,58,58,4,48,p10_ql58,p10_qr58,0,0,1/2,1/2,0,-1/2,-1/2,0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0
2546,zeta12^10*(1/2*e010 + 1/2*e011 + 1/2*e101 + -1/2*e110),10,zeta12^10,300.0,6,1,2,146,1/2*e010 + 1/2*e011 + 1/2*e101 + -1/2*e110,4,93,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,12,573,1920,1533,1106,false,46,46,58,58,4,48,p10_ql58,p10_qr58,0,0,1/2,1/2,0,1/2,-1/2,0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0
2547,zeta12^10*(1/2*e010 + 1/2*e011 + -1/2*e101 + 1/2*e110),10,zeta12^10,300.0,6,1,2,147,1/2*e010 + 1/2*e011 + -1/2*e101 + 1/2*e110,4,92,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,12,572,1920,1532,1107,false,46,46,58,58,4,48,p10_ql58,p10_qr58,0,0,1/2,1/2,0,-1/2,1/2,0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0
2548,zeta12^10*(1/2*e010 + 1/2*e011 + 1/2*e101 + 1/2*e110),10,zeta12^10,300.0,6,1,2,148,1/2*e010 + 1/2*e011 + 1/2*e101 + 1/2*e110,4,91,C112_complement_halfsum,G2_proxy_C112,4,01101100,false,false,12,571,1920,1531,1108,false,46,46,58,58,4,48,p10_ql58,p10_qr58,0,0,1/2,1/2,0,1/2,1/2,0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0
2549,zeta12^10*(1*e010),10,zeta12^10,300.0,6,1,2,149,1*e010,4,90,A16_basis_signed_unit,G2_proxy_pure_imag14,1,00000100,false,false,12,570,1920,1530,1109,false,46,46,58,58,4,48,p10_ql58,p10_qr58,0,0,1,0,0,0,0,0,0,0,1*exp(i*300.0deg),0,0,0,0,0
2550,zeta12^10*(1/2*e001 + -1/2*e010 + -1/2*e011 + -1/2*e111),10,zeta12^10,300.0,6,1,2,150,1/2*e001 + -1/2*e010 + -1/2*e011 + -1/2*e111,4,89,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,12,569,1920,1529,1110,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,-1/2,-1/2,0,0,0,-1/2,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg)
2551,zeta12^10*(1/2*e001 + -1/2*e010 + -1/2*e011 + 1/2*e111),10,zeta12^10,300.0,6,1,2,151,1/2*e001 + -1/2*e010 + -1/2*e011 + 1/2*e111,4,88,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,12,568,1920,1528,1111,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,-1/2,-1/2,0,0,0,1/2,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg)
2552,zeta12^10*(1/2*e001 + -1/2*e010 + -1/2*e100 + -1/2*e101),10,zeta12^10,300.0,6,1,2,152,1/2*e001 + -1/2*e010 + -1/2*e100 + -1/2*e101,4,87,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,12,567,1920,1527,1112,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,-1/2,0,-1/2,-1/2,0,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0
2553,zeta12^10*(1/2*e001 + -1/2*e010 + -1/2*e100 + 1/2*e101),10,zeta12^10,300.0,6,1,2,153,1/2*e001 + -1/2*e010 + -1/2*e100 + 1/2*e101,4,86,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,12,566,1920,1526,1113,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,-1/2,0,-1/2,1/2,0,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,0
2554,zeta12^10*(1/2*e001 + -1/2*e010 + 1/2*e100 + -1/2*e101),10,zeta12^10,300.0,6,1,2,154,1/2*e001 + -1/2*e010 + 1/2*e100 + -1/2*e101,4,85,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,12,565,1920,1525,1114,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,-1/2,0,1/2,-1/2,0,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0
2555,zeta12^10*(1/2*e001 + -1/2*e010 + 1/2*e100 + 1/2*e101),10,zeta12^10,300.0,6,1,2,155,1/2*e001 + -1/2*e010 + 1/2*e100 + 1/2*e101,4,84,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,12,564,1920,1524,1115,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,-1/2,0,1/2,1/2,0,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,0
2556,zeta12^10*(1/2*e001 + -1/2*e010 + 1/2*e011 + -1/2*e111),10,zeta12^10,300.0,6,1,2,156,1/2*e001 + -1/2*e010 + 1/2*e011 + -1/2*e111,4,83,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,12,563,1920,1523,1116,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,-1/2,1/2,0,0,0,-1/2,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg)
2557,zeta12^10*(1/2*e001 + -1/2*e010 + 1/2*e011 + 1/2*e111),10,zeta12^10,300.0,6,1,2,157,1/2*e001 + -1/2*e010 + 1/2*e011 + 1/2*e111,4,82,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,12,562,1920,1522,1117,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,-1/2,1/2,0,0,0,1/2,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg)
2558,zeta12^10*(1/2*e001 + -1/2*e011 + -1/2*e100 + -1/2*e110),10,zeta12^10,300.0,6,1,2,158,1/2*e001 + -1/2*e011 + -1/2*e100 + -1/2*e110,4,81,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,12,561,1920,1521,1118,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,-1/2,-1/2,0,-1/2,0,0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0
2559,zeta12^10*(1/2*e001 + -1/2*e011 + -1/2*e100 + 1/2*e110),10,zeta12^10,300.0,6,1,2,159,1/2*e001 + -1/2*e011 + -1/2*e100 + 1/2*e110,4,80,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,12,560,1920,1520,1119,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,-1/2,-1/2,0,1/2,0,0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),0
2560,zeta12^10*(1/2*e001 + -1/2*e011 + 1/2*e100 + -1/2*e110),10,zeta12^10,300.0,6,1,2,160,1/2*e001 + -1/2*e011 + 1/2*e100 + -1/2*e110,4,79,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,12,559,1920,1519,1120,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,-1/2,1/2,0,-1/2,0,0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0
2561,zeta12^10*(1/2*e001 + -1/2*e011 + 1/2*e100 + 1/2*e110),10,zeta12^10,300.0,6,1,2,161,1/2*e001 + -1/2*e011 + 1/2*e100 + 1/2*e110,4,78,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,12,558,1920,1518,1121,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,-1/2,1/2,0,1/2,0,0,1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),0
2562,zeta12^10*(1/2*e001 + -1/2*e101 + -1/2*e110 + -1/2*e111),10,zeta12^10,300.0,6,1,2,162,1/2*e001 + -1/2*e101 + -1/2*e110 + -1/2*e111,4,77,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,12,557,1920,1517,1122,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,0,0,-1/2,-1/2,-1/2,0,1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg)
2563,zeta12^10*(1/2*e001 + 1/2*e101 + -1/2*e110 + -1/2*e111),10,zeta12^10,300.0,6,1,2,163,1/2*e001 + 1/2*e101 + -1/2*e110 + -1/2*e111,4,76,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,12,556,1920,1516,1123,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,0,0,1/2,-1/2,-1/2,0,1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg)
2564,zeta12^10*(1/2*e001 + -1/2*e101 + -1/2*e110 + 1/2*e111),10,zeta12^10,300.0,6,1,2,164,1/2*e001 + -1/2*e101 + -1/2*e110 + 1/2*e111,4,75,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,12,555,1920,1515,1124,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,0,0,-1/2,-1/2,1/2,0,1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg)
2565,zeta12^10*(1/2*e001 + 1/2*e101 + -1/2*e110 + 1/2*e111),10,zeta12^10,300.0,6,1,2,165,1/2*e001 + 1/2*e101 + -1/2*e110 + 1/2*e111,4,74,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,12,554,1920,1514,1125,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,0,0,1/2,-1/2,1/2,0,1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg)
2566,zeta12^10*(1/2*e001 + -1/2*e101 + 1/2*e110 + -1/2*e111),10,zeta12^10,300.0,6,1,2,166,1/2*e001 + -1/2*e101 + 1/2*e110 + -1/2*e111,4,73,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,12,553,1920,1513,1126,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,0,0,-1/2,1/2,-1/2,0,1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg)
2567,zeta12^10*(1/2*e001 + 1/2*e101 + 1/2*e110 + -1/2*e111),10,zeta12^10,300.0,6,1,2,167,1/2*e001 + 1/2*e101 + 1/2*e110 + -1/2*e111,4,72,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,12,552,1920,1512,1127,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,0,0,1/2,1/2,-1/2,0,1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg)
2568,zeta12^10*(1/2*e001 + -1/2*e101 + 1/2*e110 + 1/2*e111),10,zeta12^10,300.0,6,1,2,168,1/2*e001 + -1/2*e101 + 1/2*e110 + 1/2*e111,4,71,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,12,551,1920,1511,1128,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,0,0,-1/2,1/2,1/2,0,1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),1/2*exp(i*300.0deg)
2569,zeta12^10*(1/2*e001 + 1/2*e101 + 1/2*e110 + 1/2*e111),10,zeta12^10,300.0,6,1,2,169,1/2*e001 + 1/2*e101 + 1/2*e110 + 1/2*e111,4,70,C112_complement_halfsum,G2_proxy_C112,4,11100010,false,true,12,550,1920,1510,1129,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,0,0,1/2,1/2,1/2,0,1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),1/2*exp(i*300.0deg)
2570,zeta12^10*(1/2*e001 + 1/2*e011 + -1/2*e100 + -1/2*e110),10,zeta12^10,300.0,6,1,2,170,1/2*e001 + 1/2*e011 + -1/2*e100 + -1/2*e110,4,69,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,12,549,1920,1509,1130,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,1/2,-1/2,0,-1/2,0,0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0
2571,zeta12^10*(1/2*e001 + 1/2*e011 + -1/2*e100 + 1/2*e110),10,zeta12^10,300.0,6,1,2,171,1/2*e001 + 1/2*e011 + -1/2*e100 + 1/2*e110,4,68,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,12,548,1920,1508,1131,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,1/2,-1/2,0,1/2,0,0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),0
2572,zeta12^10*(1/2*e001 + 1/2*e011 + 1/2*e100 + -1/2*e110),10,zeta12^10,300.0,6,1,2,172,1/2*e001 + 1/2*e011 + 1/2*e100 + -1/2*e110,4,67,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,12,547,1920,1507,1132,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,1/2,1/2,0,-1/2,0,0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0
2573,zeta12^10*(1/2*e001 + 1/2*e011 + 1/2*e100 + 1/2*e110),10,zeta12^10,300.0,6,1,2,173,1/2*e001 + 1/2*e011 + 1/2*e100 + 1/2*e110,4,66,C112_complement_halfsum,G2_proxy_C112,4,01011010,false,false,12,546,1920,1506,1133,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,0,1/2,1/2,0,1/2,0,0,1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),0
2574,zeta12^10*(1/2*e001 + 1/2*e010 + -1/2*e011 + -1/2*e111),10,zeta12^10,300.0,6,1,2,174,1/2*e001 + 1/2*e010 + -1/2*e011 + -1/2*e111,4,65,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,12,545,1920,1505,1134,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,1/2,-1/2,0,0,0,-1/2,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg)
2575,zeta12^10*(1/2*e001 + 1/2*e010 + -1/2*e011 + 1/2*e111),10,zeta12^10,300.0,6,1,2,175,1/2*e001 + 1/2*e010 + -1/2*e011 + 1/2*e111,4,64,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,12,544,1920,1504,1135,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,1/2,-1/2,0,0,0,1/2,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg)
2576,zeta12^10*(1/2*e001 + 1/2*e010 + -1/2*e100 + -1/2*e101),10,zeta12^10,300.0,6,1,2,176,1/2*e001 + 1/2*e010 + -1/2*e100 + -1/2*e101,4,63,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,12,543,1920,1503,1136,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,1/2,0,-1/2,-1/2,0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0
2577,zeta12^10*(1/2*e001 + 1/2*e010 + -1/2*e100 + 1/2*e101),10,zeta12^10,300.0,6,1,2,177,1/2*e001 + 1/2*e010 + -1/2*e100 + 1/2*e101,4,62,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,12,542,1920,1502,1137,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,1/2,0,-1/2,1/2,0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,0
2578,zeta12^10*(1/2*e001 + 1/2*e010 + 1/2*e100 + -1/2*e101),10,zeta12^10,300.0,6,1,2,178,1/2*e001 + 1/2*e010 + 1/2*e100 + -1/2*e101,4,61,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,12,541,1920,1501,1138,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,1/2,0,1/2,-1/2,0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0
2579,zeta12^10*(1/2*e001 + 1/2*e010 + 1/2*e100 + 1/2*e101),10,zeta12^10,300.0,6,1,2,179,1/2*e001 + 1/2*e010 + 1/2*e100 + 1/2*e101,4,60,C112_complement_halfsum,G2_proxy_C112,4,00110110,false,false,12,540,1920,1500,1139,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,1/2,0,1/2,1/2,0,0,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,0
2580,zeta12^10*(1/2*e001 + 1/2*e010 + 1/2*e011 + -1/2*e111),10,zeta12^10,300.0,6,1,2,180,1/2*e001 + 1/2*e010 + 1/2*e011 + -1/2*e111,4,59,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,12,539,1920,1499,1140,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,1/2,1/2,0,0,0,-1/2,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg)
2581,zeta12^10*(1/2*e001 + 1/2*e010 + 1/2*e011 + 1/2*e111),10,zeta12^10,300.0,6,1,2,181,1/2*e001 + 1/2*e010 + 1/2*e011 + 1/2*e111,4,58,C112_complement_halfsum,G2_proxy_C112,4,10001110,false,true,12,538,1920,1498,1141,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1/2,1/2,1/2,0,0,0,1/2,0,1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg)
2582,zeta12^10*(1*e001),10,zeta12^10,300.0,6,1,2,182,1*e001,4,57,A16_basis_signed_unit,G2_proxy_pure_imag14,1,00000010,false,false,12,537,1920,1497,1142,false,46,46,57,57,4,48,p10_ql57,p10_qr57,0,1,0,0,0,0,0,0,0,1*exp(i*300.0deg),0,0,0,0,0,0
2583,zeta12^10*(1/2*e000 + -1/2*e001 + -1/2*e010 + -1/2*e110),10,zeta12^10,300.0,6,1,2,183,1/2*e000 + -1/2*e001 + -1/2*e010 + -1/2*e110,6,238,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,6,718,1921,1440,1143,false,29,29,183,183,6,72,p10_ql183,p10_qr183,1/2,-1/2,-1/2,0,0,0,-1/2,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0,0,-1/2*exp(i*300.0deg),0
2584,zeta12^10*(1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110),10,zeta12^10,300.0,6,1,2,184,1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110,6,237,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,6,717,1922,1440,1144,false,29,29,184,184,6,72,p10_ql184,p10_qr184,1/2,-1/2,-1/2,0,0,0,1/2,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,0,0,1/2*exp(i*300.0deg),0
2585,zeta12^10*(1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101),10,zeta12^10,300.0,6,1,2,185,1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101,6,236,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,6,716,1923,1440,1145,false,29,29,185,185,6,72,p10_ql185,p10_qr185,1/2,-1/2,0,-1/2,0,-1/2,0,0,1/2*exp(i*300.0deg),-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0,-1/2*exp(i*300.0deg),0,0
