s_id,label,phase_idx,phase_label,phase_angle_deg,phase_order,phase_sector_mod3,phase_sector_mod4,q_id,q_label,q_order,q_inverse_id,q_family_tag,q_g2_proxy_tag,q_support_size,q_support_mask_bin,q_has_e000,q_has_e111,order,inverse_sid,square_sid,cube_sid,neg_phase_sid,is_self_inverse,inner_conj_l_orbit_size,inner_conj_r_orbit_size,q_conj_l_rep,q_conj_r_rep,q_centralizer_size,s_centralizer_size,conj_class_id_l,conj_class_id_r,q_e000,q_e001,q_e010,q_e011,q_e100,q_e101,q_e110,q_e111,c_e000,c_e001,c_e010,c_e011,c_e100,c_e101,c_e110,c_e111
0,-1*e000,0,1,0.0,1,0,0,0,-1*e000,2,0,A16_basis_signed_unit,G2_proxy_scalar2,1,00000001,true,false,2,0,239,0,1440,true,1,1,0,0,240,2880,p0_ql0,p0_qr0,-1,0,0,0,0,0,0,0,-1*exp(i*0.0deg),0,0,0,0,0,0,0
1,-1/2*e000 + -1/2*e001 + -1/2*e010 + -1/2*e110,0,1,0.0,1,0,0,1,-1/2*e000 + -1/2*e001 + -1/2*e010 + -1/2*e110,3,56,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,3,56,56,239,1441,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,-1/2,-1/2,0,0,0,-1/2,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),0
2,-1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110,0,1,0.0,1,0,0,2,-1/2*e000 + -1/2*e001 + -1/2*e010 + 1/2*e110,3,55,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,3,55,55,239,1442,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,-1/2,-1/2,0,0,0,1/2,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),0
3,-1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101,0,1,0.0,1,0,0,3,-1/2*e000 + -1/2*e001 + -1/2*e011 + -1/2*e101,3,54,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,3,54,54,239,1443,false,29,29,3,3,6,72,p0_ql3,p0_qr3,-1/2,-1/2,0,-1/2,0,-1/2,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,0
4,-1/2*e000 + -1/2*e001 + -1/2*e011 + 1/2*e101,0,1,0.0,1,0,0,4,-1/2*e000 + -1/2*e001 + -1/2*e011 + 1/2*e101,3,53,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,3,53,53,239,1444,false,29,29,4,4,6,72,p0_ql4,p0_qr4,-1/2,-1/2,0,-1/2,0,1/2,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,0
5,-1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111,0,1,0.0,1,0,0,5,-1/2*e000 + -1/2*e001 + -1/2*e100 + -1/2*e111,3,52,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,3,52,52,239,1445,false,29,29,5,5,6,72,p0_ql5,p0_qr5,-1/2,-1/2,0,0,-1/2,0,0,-1/2,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg)
6,-1/2*e000 + -1/2*e001 + -1/2*e100 + 1/2*e111,0,1,0.0,1,0,0,6,-1/2*e000 + -1/2*e001 + -1/2*e100 + 1/2*e111,3,51,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,3,51,51,239,1446,false,29,29,6,6,6,72,p0_ql6,p0_qr6,-1/2,-1/2,0,0,-1/2,0,0,1/2,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg)
7,-1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111,0,1,0.0,1,0,0,7,-1/2*e000 + -1/2*e001 + 1/2*e100 + -1/2*e111,3,50,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,3,50,50,239,1447,false,29,29,6,6,6,72,p0_ql6,p0_qr6,-1/2,-1/2,0,0,1/2,0,0,-1/2,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg)
8,-1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111,0,1,0.0,1,0,0,8,-1/2*e000 + -1/2*e001 + 1/2*e100 + 1/2*e111,3,49,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,3,49,49,239,1448,false,29,29,5,5,6,72,p0_ql5,p0_qr5,-1/2,-1/2,0,0,1/2,0,0,1/2,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg)
9,-1/2*e000 + -1/2*e001 + 1/2*e011 + -1/2*e101,0,1,0.0,1,0,0,9,-1/2*e000 + -1/2*e001 + 1/2*e011 + -1/2*e101,3,48,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,3,48,48,239,1449,false,29,29,4,4,6,72,p0_ql4,p0_qr4,-1/2,-1/2,0,1/2,0,-1/2,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,0
10,-1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101,0,1,0.0,1,0,0,10,-1/2*e000 + -1/2*e001 + 1/2*e011 + 1/2*e101,3,47,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,3,47,47,239,1450,false,29,29,3,3,6,72,p0_ql3,p0_qr3,-1/2,-1/2,0,1/2,0,1/2,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,0
11,-1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110,0,1,0.0,1,0,0,11,-1/2*e000 + -1/2*e001 + 1/2*e010 + -1/2*e110,3,46,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,3,46,46,239,1451,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,-1/2,1/2,0,0,0,-1/2,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),0
12,-1/2*e000 + -1/2*e001 + 1/2*e010 + 1/2*e110,0,1,0.0,1,0,0,12,-1/2*e000 + -1/2*e001 + 1/2*e010 + 1/2*e110,3,45,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,3,45,45,239,1452,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,-1/2,1/2,0,0,0,1/2,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),0
13,-1/2*e000 + -1/2*e010 + -1/2*e011 + -1/2*e100,0,1,0.0,1,0,0,13,-1/2*e000 + -1/2*e010 + -1/2*e011 + -1/2*e100,3,44,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,3,44,44,239,1453,false,29,29,7,7,6,72,p0_ql7,p0_qr7,-1/2,0,-1/2,-1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0
14,-1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100,0,1,0.0,1,0,0,14,-1/2*e000 + -1/2*e010 + -1/2*e011 + 1/2*e100,3,43,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,3,43,43,239,1454,false,29,29,5,5,6,72,p0_ql5,p0_qr5,-1/2,0,-1/2,-1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0
15,-1/2*e000 + -1/2*e010 + -1/2*e101 + -1/2*e111,0,1,0.0,1,0,0,15,-1/2*e000 + -1/2*e010 + -1/2*e101 + -1/2*e111,3,42,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,3,42,42,239,1455,false,29,29,4,4,6,72,p0_ql4,p0_qr4,-1/2,0,-1/2,0,0,-1/2,0,-1/2,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg)
16,-1/2*e000 + -1/2*e010 + 1/2*e101 + -1/2*e111,0,1,0.0,1,0,0,16,-1/2*e000 + -1/2*e010 + 1/2*e101 + -1/2*e111,3,41,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,3,41,41,239,1456,false,29,29,3,3,6,72,p0_ql3,p0_qr3,-1/2,0,-1/2,0,0,1/2,0,-1/2,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg)
17,-1/2*e000 + -1/2*e010 + -1/2*e101 + 1/2*e111,0,1,0.0,1,0,0,17,-1/2*e000 + -1/2*e010 + -1/2*e101 + 1/2*e111,3,40,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,3,40,40,239,1457,false,29,29,4,4,6,72,p0_ql4,p0_qr4,-1/2,0,-1/2,0,0,-1/2,0,1/2,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg)
18,-1/2*e000 + -1/2*e010 + 1/2*e101 + 1/2*e111,0,1,0.0,1,0,0,18,-1/2*e000 + -1/2*e010 + 1/2*e101 + 1/2*e111,3,39,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,3,39,39,239,1458,false,29,29,3,3,6,72,p0_ql3,p0_qr3,-1/2,0,-1/2,0,0,1/2,0,1/2,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg)
19,-1/2*e000 + -1/2*e010 + 1/2*e011 + -1/2*e100,0,1,0.0,1,0,0,19,-1/2*e000 + -1/2*e010 + 1/2*e011 + -1/2*e100,3,38,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,3,38,38,239,1459,false,29,29,3,3,6,72,p0_ql3,p0_qr3,-1/2,0,-1/2,1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0
20,-1/2*e000 + -1/2*e010 + 1/2*e011 + 1/2*e100,0,1,0.0,1,0,0,20,-1/2*e000 + -1/2*e010 + 1/2*e011 + 1/2*e100,3,37,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,3,37,37,239,1460,false,29,29,3,3,6,72,p0_ql3,p0_qr3,-1/2,0,-1/2,1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0
21,-1/2*e000 + -1/2*e011 + -1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,21,-1/2*e000 + -1/2*e011 + -1/2*e110 + -1/2*e111,3,36,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,3,36,36,239,1461,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,0,0,-1/2,0,0,-1/2,-1/2,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
22,-1/2*e000 + -1/2*e011 + -1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,22,-1/2*e000 + -1/2*e011 + -1/2*e110 + 1/2*e111,3,35,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,3,35,35,239,1462,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,0,0,-1/2,0,0,-1/2,1/2,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
23,-1/2*e000 + -1/2*e011 + 1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,23,-1/2*e000 + -1/2*e011 + 1/2*e110 + -1/2*e111,3,34,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,3,34,34,239,1463,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,0,-1/2,0,0,1/2,-1/2,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
24,-1/2*e000 + -1/2*e011 + 1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,24,-1/2*e000 + -1/2*e011 + 1/2*e110 + 1/2*e111,3,33,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,3,33,33,239,1464,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,0,-1/2,0,0,1/2,1/2,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
25,-1/2*e000 + -1/2*e100 + -1/2*e101 + -1/2*e110,0,1,0.0,1,0,0,25,-1/2*e000 + -1/2*e100 + -1/2*e101 + -1/2*e110,3,32,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,3,32,32,239,1465,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,0,0,0,-1/2,-1/2,-1/2,0,-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0
26,-1/2*e000 + -1/2*e100 + 1/2*e101 + -1/2*e110,0,1,0.0,1,0,0,26,-1/2*e000 + -1/2*e100 + 1/2*e101 + -1/2*e110,3,31,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,3,31,31,239,1466,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,0,0,0,-1/2,1/2,-1/2,0,-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0
27,-1/2*e000 + -1/2*e100 + -1/2*e101 + 1/2*e110,0,1,0.0,1,0,0,27,-1/2*e000 + -1/2*e100 + -1/2*e101 + 1/2*e110,3,30,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,3,30,30,239,1467,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,0,0,-1/2,-1/2,1/2,0,-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0
28,-1/2*e000 + -1/2*e100 + 1/2*e101 + 1/2*e110,0,1,0.0,1,0,0,28,-1/2*e000 + -1/2*e100 + 1/2*e101 + 1/2*e110,3,29,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,3,29,29,239,1468,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,0,0,-1/2,1/2,1/2,0,-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0
29,-1/2*e000 + 1/2*e100 + -1/2*e101 + -1/2*e110,0,1,0.0,1,0,0,29,-1/2*e000 + 1/2*e100 + -1/2*e101 + -1/2*e110,3,28,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,3,28,28,239,1469,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,0,0,0,1/2,-1/2,-1/2,0,-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0
30,-1/2*e000 + 1/2*e100 + 1/2*e101 + -1/2*e110,0,1,0.0,1,0,0,30,-1/2*e000 + 1/2*e100 + 1/2*e101 + -1/2*e110,3,27,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,3,27,27,239,1470,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,0,0,0,1/2,1/2,-1/2,0,-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0
31,-1/2*e000 + 1/2*e100 + -1/2*e101 + 1/2*e110,0,1,0.0,1,0,0,31,-1/2*e000 + 1/2*e100 + -1/2*e101 + 1/2*e110,3,26,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,3,26,26,239,1471,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,0,0,1/2,-1/2,1/2,0,-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0
32,-1/2*e000 + 1/2*e100 + 1/2*e101 + 1/2*e110,0,1,0.0,1,0,0,32,-1/2*e000 + 1/2*e100 + 1/2*e101 + 1/2*e110,3,25,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01110001,true,false,3,25,25,239,1472,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,0,0,1/2,1/2,1/2,0,-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0
33,-1/2*e000 + 1/2*e011 + -1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,33,-1/2*e000 + 1/2*e011 + -1/2*e110 + -1/2*e111,3,24,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,3,24,24,239,1473,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,0,0,1/2,0,0,-1/2,-1/2,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
34,-1/2*e000 + 1/2*e011 + -1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,34,-1/2*e000 + 1/2*e011 + -1/2*e110 + 1/2*e111,3,23,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,3,23,23,239,1474,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,0,0,1/2,0,0,-1/2,1/2,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
35,-1/2*e000 + 1/2*e011 + 1/2*e110 + -1/2*e111,0,1,0.0,1,0,0,35,-1/2*e000 + 1/2*e011 + 1/2*e110 + -1/2*e111,3,22,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,3,22,22,239,1475,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,0,1/2,0,0,1/2,-1/2,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg)
36,-1/2*e000 + 1/2*e011 + 1/2*e110 + 1/2*e111,0,1,0.0,1,0,0,36,-1/2*e000 + 1/2*e011 + 1/2*e110 + 1/2*e111,3,21,B112_line_plus_e000_halfsum,G2_proxy_B112,4,11001001,true,true,3,21,21,239,1476,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,0,1/2,0,0,1/2,1/2,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg)
37,-1/2*e000 + 1/2*e010 + -1/2*e011 + -1/2*e100,0,1,0.0,1,0,0,37,-1/2*e000 + 1/2*e010 + -1/2*e011 + -1/2*e100,3,20,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,3,20,20,239,1477,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,1/2,-1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0
38,-1/2*e000 + 1/2*e010 + -1/2*e011 + 1/2*e100,0,1,0.0,1,0,0,38,-1/2*e000 + 1/2*e010 + -1/2*e011 + 1/2*e100,3,19,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,3,19,19,239,1478,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,1/2,-1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0
39,-1/2*e000 + 1/2*e010 + -1/2*e101 + -1/2*e111,0,1,0.0,1,0,0,39,-1/2*e000 + 1/2*e010 + -1/2*e101 + -1/2*e111,3,18,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,3,18,18,239,1479,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,1/2,0,0,-1/2,0,-1/2,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg)
40,-1/2*e000 + 1/2*e010 + 1/2*e101 + -1/2*e111,0,1,0.0,1,0,0,40,-1/2*e000 + 1/2*e010 + 1/2*e101 + -1/2*e111,3,17,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,3,17,17,239,1480,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,1/2,0,0,1/2,0,-1/2,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg)
41,-1/2*e000 + 1/2*e010 + -1/2*e101 + 1/2*e111,0,1,0.0,1,0,0,41,-1/2*e000 + 1/2*e010 + -1/2*e101 + 1/2*e111,3,16,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,3,16,16,239,1481,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,1/2,0,0,-1/2,0,1/2,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg)
42,-1/2*e000 + 1/2*e010 + 1/2*e101 + 1/2*e111,0,1,0.0,1,0,0,42,-1/2*e000 + 1/2*e010 + 1/2*e101 + 1/2*e111,3,15,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10100101,true,true,3,15,15,239,1482,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,1/2,0,0,1/2,0,1/2,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg)
43,-1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100,0,1,0.0,1,0,0,43,-1/2*e000 + 1/2*e010 + 1/2*e011 + -1/2*e100,3,14,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,3,14,14,239,1483,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,1/2,1/2,-1/2,0,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0
44,-1/2*e000 + 1/2*e010 + 1/2*e011 + 1/2*e100,0,1,0.0,1,0,0,44,-1/2*e000 + 1/2*e010 + 1/2*e011 + 1/2*e100,3,13,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00011101,true,false,3,13,13,239,1484,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,0,1/2,1/2,1/2,0,0,0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,0
45,-1/2*e000 + 1/2*e001 + -1/2*e010 + -1/2*e110,0,1,0.0,1,0,0,45,-1/2*e000 + 1/2*e001 + -1/2*e010 + -1/2*e110,3,12,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,3,12,12,239,1485,false,29,29,2,2,6,72,p0_ql2,p0_qr2,-1/2,1/2,-1/2,0,0,0,-1/2,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0,-1/2*exp(i*0.0deg),0
46,-1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110,0,1,0.0,1,0,0,46,-1/2*e000 + 1/2*e001 + -1/2*e010 + 1/2*e110,3,11,B112_line_plus_e000_halfsum,G2_proxy_B112,4,01000111,true,false,3,11,11,239,1486,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,-1/2,0,0,0,1/2,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),-1/2*exp(i*0.0deg),0,0,0,1/2*exp(i*0.0deg),0
47,-1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101,0,1,0.0,1,0,0,47,-1/2*e000 + 1/2*e001 + -1/2*e011 + -1/2*e101,3,10,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,3,10,10,239,1487,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,0,-1/2,0,-1/2,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,0
48,-1/2*e000 + 1/2*e001 + -1/2*e011 + 1/2*e101,0,1,0.0,1,0,0,48,-1/2*e000 + 1/2*e001 + -1/2*e011 + 1/2*e101,3,9,B112_line_plus_e000_halfsum,G2_proxy_B112,4,00101011,true,false,3,9,9,239,1488,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,0,-1/2,0,1/2,0,0,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,-1/2*exp(i*0.0deg),0,1/2*exp(i*0.0deg),0,0
49,-1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111,0,1,0.0,1,0,0,49,-1/2*e000 + 1/2*e001 + -1/2*e100 + -1/2*e111,3,8,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,3,8,8,239,1489,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,0,0,-1/2,0,0,-1/2,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg)
50,-1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111,0,1,0.0,1,0,0,50,-1/2*e000 + 1/2*e001 + -1/2*e100 + 1/2*e111,3,7,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,3,7,7,239,1490,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,0,0,-1/2,0,0,1/2,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg)
51,-1/2*e000 + 1/2*e001 + 1/2*e100 + -1/2*e111,0,1,0.0,1,0,0,51,-1/2*e000 + 1/2*e001 + 1/2*e100 + -1/2*e111,3,6,B112_line_plus_e000_halfsum,G2_proxy_B112,4,10010011,true,true,3,6,6,239,1491,false,29,29,1,1,6,72,p0_ql1,p0_qr1,-1/2,1/2,0,0,1/2,0,0,-1/2,-1/2*exp(i*0.0deg),1/2*exp(i*0.0deg),0,0,1/2*exp(i*0.0deg),0,0,-1/2*exp(i*0.0deg)
