class_id,count,score_photon_like_mean,score_neutrino_like_mean,score_electron_like_mean,score_quark_core_like_mean,score_mediator_w_like_mean,score_unstable_crossmix_like_mean,top_role_1,top_role_1_score,top_role_2,top_role_2_score,top_role_3,top_role_3_score
SC0104,8,0.24375000000000002,0.5703125,0.19479166666666667,0.38125,0.8583333333333335,0.6633732747226813,mediator_w_like,0.8583333333333335,unstable_crossmix_like,0.6633732747226813,neutrino_like,0.5703125
SC0105,8,0.24375000000000002,0.5703125,0.14375,0.38125,0.9093750000000002,0.7144149413893479,mediator_w_like,0.9093750000000002,unstable_crossmix_like,0.7144149413893479,neutrino_like,0.5703125
SC0106,8,0.04375,0.3703125,0.171875,0.38125,0.68125,0.6862899413893478,unstable_crossmix_like,0.6862899413893478,mediator_w_like,0.68125,quark_core_like,0.38125
SC0107,8,0.24375000000000002,0.5703125,0.11041666666666668,0.38125,0.9427083333333335,0.7477482747226812,mediator_w_like,0.9427083333333335,unstable_crossmix_like,0.7477482747226812,neutrino_like,0.5703125
SC0108,8,0.24375000000000002,0.5703125,0.159375,0.38125,0.8937500000000002,0.6987899413893479,mediator_w_like,0.8937500000000002,unstable_crossmix_like,0.6987899413893479,neutrino_like,0.5703125
SC0109,8,0.24375000000000002,0.5703125,0.11041666666666668,0.38125,0.9427083333333335,0.7477482747226812,mediator_w_like,0.9427083333333335,unstable_crossmix_like,0.7477482747226812,neutrino_like,0.5703125
SC0110,8,0.05,0.08203125,0.33072916666666674,0.5687500000000001,0.6333333333333334,0.6608284135726686,unstable_crossmix_like,0.6608284135726686,mediator_w_like,0.6333333333333334,quark_core_like,0.5687500000000001
SC0111,8,0.25,0.28203125,0.2682291666666667,0.5687500000000001,0.8958333333333334,0.7233284135726686,mediator_w_like,0.8958333333333334,unstable_crossmix_like,0.7233284135726686,quark_core_like,0.5687500000000001
SC0112,8,0.25,0.28203125,0.3182291666666667,0.5687500000000001,0.8458333333333334,0.6733284135726687,mediator_w_like,0.8458333333333334,unstable_crossmix_like,0.6733284135726687,quark_core_like,0.5687500000000001
SC0113,8,0.25,0.28203125,0.2682291666666667,0.5687500000000001,0.8958333333333334,0.7233284135726686,mediator_w_like,0.8958333333333334,unstable_crossmix_like,0.7233284135726686,quark_core_like,0.5687500000000001
