role,priority_rank,s_id,class_id,phase_idx,phase_sector_mod3,q_id,order,q_order,q_family_tag,dominant_dg_left,dominant_dp_left,score,rationale
mediator_w_like,24,1285,SC0010,5,2,85,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,25,1286,SC0010,5,2,86,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,26,1290,SC0170,5,2,90,12,4,A16_basis_signed_unit,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,27,1291,SC0010,5,2,91,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,28,1293,SC0010,5,2,93,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,29,1294,SC0010,5,2,94,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,30,1295,SC0010,5,2,95,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,31,1296,SC0010,5,2,96,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,32,1297,SC0010,5,2,97,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,33,1299,SC0010,5,2,99,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,34,1300,SC0010,5,2,100,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,35,1302,SC0010,5,2,102,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,36,1303,SC0010,5,2,103,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,37,1304,SC0010,5,2,104,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,38,1305,SC0010,5,2,105,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,39,1308,SC0010,5,2,108,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,40,1309,SC0010,5,2,109,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,41,1310,SC0010,5,2,110,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,42,1311,SC0010,5,2,111,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,43,1312,SC0010,5,2,112,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,44,1313,SC0010,5,2,113,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,45,1314,SC0010,5,2,114,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,46,1325,SC0010,5,2,125,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,47,1326,SC0010,5,2,126,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,48,1327,SC0010,5,2,127,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,49,1328,SC0010,5,2,128,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,50,1329,SC0010,5,2,129,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,51,1330,SC0010,5,2,130,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,52,1331,SC0010,5,2,131,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,53,1334,SC0010,5,2,134,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,54,1335,SC0010,5,2,135,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,55,1336,SC0010,5,2,136,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,56,1337,SC0010,5,2,137,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,57,1339,SC0010,5,2,139,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,58,1340,SC0010,5,2,140,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,59,1342,SC0010,5,2,142,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,60,1343,SC0010,5,2,143,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,61,1344,SC0010,5,2,144,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,62,1345,SC0010,5,2,145,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,63,1346,SC0010,5,2,146,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,64,1348,SC0010,5,2,148,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,65,1349,SC0170,5,2,149,12,4,A16_basis_signed_unit,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,66,1353,SC0010,5,2,153,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,67,1354,SC0010,5,2,154,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,68,1355,SC0010,5,2,155,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,69,1356,SC0010,5,2,156,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,70,1359,SC0010,5,2,159,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,71,1360,SC0010,5,2,160,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,72,1362,SC0010,5,2,162,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,73,1363,SC0010,5,2,163,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,74,1365,SC0010,5,2,165,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,75,1367,SC0010,5,2,167,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,76,1368,SC0010,5,2,168,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,77,1369,SC0010,5,2,169,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,78,1370,SC0010,5,2,170,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,79,1374,SC0010,5,2,174,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,80,1376,SC0010,5,2,176,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,81,1378,SC0010,5,2,178,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,82,1379,SC0010,5,2,179,12,4,C112_complement_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
mediator_w_like,83,1398,SC0065,5,2,198,12,6,B112_line_plus_e000_halfsum,2,5,0.9677083333333335,nonzero generation-hop dominant_dg
