case_id,edge_distance,steps,phase_offset,preconditioning_ticks,overlap_start_tick,stage,stage_tick,global_tick,overlap_started,overlap_node_count,phase_jump_sum,photon_coupling_rate
alpha_case_00,4,5,0,2,2,precondition,1,1,False,0,0,0.0
alpha_case_00,4,5,0,2,2,precondition,2,2,True,1,0,0.0
alpha_case_00,4,5,0,2,2,measure,1,3,True,3,0,0.0
alpha_case_00,4,5,0,2,2,measure,2,4,True,5,0,0.0
alpha_case_00,4,5,0,2,2,measure,3,5,True,7,0,0.0
alpha_case_00,4,5,0,2,2,measure,4,6,True,9,0,0.0
alpha_case_00,4,5,0,2,2,measure,5,7,True,11,8,0.09090909090909091
